t_ms pacing_bps cwnd rtt_ms raw_pacing
0 499520544 13 19.523 499520544bps
0 499520544 13 19.523 499520544bps
0 499520544 13 19.523 499520544bps
0 499520544 13 19.523 499520544bps
1000 499520544 13 19.523 499520544bps
1000 499520544 13 19.523 499520544bps
1000 499520544 13 19.523 499520544bps
1000 499520544 13 19.523 499520544bps
1000 499520544 13 19.523 499520544bps
1000 499520544 13 19.523 499520544bps
2000 499520544 13 19.523 499520544bps
2000 499520544 13 19.523 499520544bps
2000 499520544 13 19.523 499520544bps
2000 499520544 13 19.523 499520544bps
2000 499520544 13 19.523 499520544bps
2000 499520544 13 19.523 499520544bps
2000 499520544 13 19.523 499520544bps
3000 499520544 13 19.523 499520544bps
3000 499520544 13 19.523 499520544bps
3000 499520544 13 19.523 499520544bps
3000 499520544 13 19.523 499520544bps
3000 499520544 13 19.523 499520544bps
3000 499520544 13 19.523 499520544bps
3000 499520544 13 19.523 499520544bps
4000 499520544 13 19.523 499520544bps
4000 499520544 13 19.523 499520544bps
4000 499520544 13 19.523 499520544bps
4000 499520544 13 19.523 499520544bps
4000 499520544 13 19.523 499520544bps
4000 499520544 13 19.523 499520544bps
4000 499520544 13 19.523 499520544bps
5000 499520544 13 19.523 499520544bps
5000 499520544 13 19.523 499520544bps
5000 499520544 13 19.523 499520544bps
5000 499520544 13 19.523 499520544bps
5000 499520544 13 19.523 499520544bps
5000 499520544 13 19.523 499520544bps
6000 499520544 13 19.523 499520544bps
6000 499520544 13 19.523 499520544bps
6000 499520544 13 19.523 499520544bps
6000 499520544 13 19.523 499520544bps
6000 499520544 13 19.523 499520544bps
6000 499520544 13 19.523 499520544bps
6000 499520544 13 19.523 499520544bps
7000 499520544 13 19.523 499520544bps
7000 499520544 13 19.523 499520544bps
7000 499520544 13 19.523 499520544bps
7000 499520544 13 19.523 499520544bps
7000 499520544 13 19.523 499520544bps
7000 499520544 13 19.523 499520544bps
7000 499520544 13 19.523 499520544bps
8000 499520544 13 19.523 499520544bps
8000 499520544 13 19.523 499520544bps
8000 499520544 13 19.523 499520544bps
8000 499520544 13 19.523 499520544bps
8000 499520544 13 19.523 499520544bps
8000 499520544 13 19.523 499520544bps
9000 499520544 13 19.523 499520544bps
9000 499520544 13 19.523 499520544bps
9000 499520544 13 19.523 499520544bps
9000 499520544 13 19.523 499520544bps
9000 499520544 13 19.523 499520544bps
9000 499520544 13 19.523 499520544bps
9000 499520544 13 19.523 499520544bps
10000 499520544 13 19.523 499520544bps
10000 499520544 13 19.523 499520544bps
10000 499520544 13 19.523 499520544bps
10000 499520544 13 19.523 499520544bps
10000 499520544 13 19.523 499520544bps
10000 499520544 13 19.523 499520544bps
10000 499520544 13 19.523 499520544bps
11000 499520544 13 19.523 499520544bps
11000 499520544 13 19.523 499520544bps
11000 499520544 13 19.523 499520544bps
11000 499520544 13 19.523 499520544bps
11000 499520544 13 19.523 499520544bps
11000 499520544 13 19.523 499520544bps
12000 499520544 13 19.523 499520544bps
12000 499520544 13 19.523 499520544bps
12000 499520544 13 19.523 499520544bps
12000 499520544 13 19.523 499520544bps
12000 499520544 13 19.523 499520544bps
12000 499520544 13 19.523 499520544bps
12000 499520544 13 19.523 499520544bps
13000 499520544 13 19.523 499520544bps
13000 499520544 13 19.523 499520544bps
13000 499520544 13 19.523 499520544bps
13000 499520544 13 19.523 499520544bps
13000 499520544 13 19.523 499520544bps
13000 499520544 13 19.523 499520544bps
14000 499520544 13 19.523 499520544bps
14000 499520544 13 19.523 499520544bps
14000 499520544 13 19.523 499520544bps
14000 499520544 13 19.523 499520544bps
14000 499520544 13 19.523 499520544bps
14000 499520544 13 19.523 499520544bps
14000 499520544 13 19.523 499520544bps
