t_ms pacing_bps cwnd rtt_ms raw
22000 34797384 13 13.546 34797384bps
22000 34797384 13 13.546 34797384bps
22000 34797384 13 13.546 34797384bps
22000 34797384 13 13.546 34797384bps
22000 34797384 13 13.546 34797384bps
22000 34797384 13 13.546 34797384bps
22000 34797384 13 13.546 34797384bps
22000 34797384 13 13.546 34797384bps
23000 34797384 13 13.546 34797384bps
23000 34797384 13 13.546 34797384bps
23000 34797384 13 13.546 34797384bps
23000 34797384 13 13.546 34797384bps
23000 34797384 13 13.546 34797384bps
23000 34797384 13 13.546 34797384bps
23000 34797384 13 13.546 34797384bps
23000 34797384 13 13.546 34797384bps
23000 34797384 13 13.546 34797384bps
24000 34797384 13 13.546 34797384bps
24000 34797384 13 13.546 34797384bps
24000 34797384 13 13.546 34797384bps
24000 34797384 13 13.546 34797384bps
24000 34797384 13 13.546 34797384bps
24000 34797384 13 13.546 34797384bps
24000 34797384 13 13.546 34797384bps
24000 34797384 13 13.546 34797384bps
24000 34797384 13 13.546 34797384bps
25000 34797384 13 13.546 34797384bps
25000 34797384 13 13.546 34797384bps
25000 34797384 13 13.546 34797384bps
25000 34797384 13 13.546 34797384bps
25000 34797384 13 13.546 34797384bps
25000 34797384 13 13.546 34797384bps
25000 34797384 13 13.546 34797384bps
25000 34797384 13 13.546 34797384bps
25000 34797384 13 13.546 34797384bps
26000 34797384 13 13.546 34797384bps
26000 34797384 13 13.546 34797384bps
26000 34797384 13 13.546 34797384bps
26000 34797384 13 13.546 34797384bps
26000 34797384 13 13.546 34797384bps
26000 34797384 13 13.546 34797384bps
26000 34797384 13 13.546 34797384bps
26000 34797384 13 13.546 34797384bps
26000 34797384 13 13.546 34797384bps
27000 34797384 13 13.546 34797384bps
27000 34797384 13 13.546 34797384bps
27000 34797384 13 13.546 34797384bps
27000 34797384 13 13.546 34797384bps
27000 34797384 13 13.546 34797384bps
27000 34797384 13 13.546 34797384bps
27000 34797384 13 13.546 34797384bps
27000 34797384 13 13.546 34797384bps
28000 34797384 13 13.546 34797384bps
28000 34797384 13 13.546 34797384bps
28000 34797384 13 13.546 34797384bps
28000 34797384 13 13.546 34797384bps
28000 34797384 13 13.546 34797384bps
28000 34797384 13 13.546 34797384bps
28000 34797384 13 13.546 34797384bps
28000 34797384 13 13.546 34797384bps
28000 34797384 13 13.546 34797384bps
29000 34797384 13 13.546 34797384bps
29000 34797384 13 13.546 34797384bps
29000 34797384 13 13.546 34797384bps
29000 34797384 13 13.546 34797384bps
29000 34797384 13 13.546 34797384bps
29000 34797384 13 13.546 34797384bps
29000 34797384 13 13.546 34797384bps
29000 34797384 13 13.546 34797384bps
29000 34797384 13 13.546 34797384bps
30000 34797384 13 13.546 34797384bps
30000 34797384 13 13.546 34797384bps
30000 34797384 13 13.546 34797384bps
30000 34797384 13 13.546 34797384bps
30000 34797384 13 13.546 34797384bps
30000 34797384 13 13.546 34797384bps
30000 34797384 13 13.546 34797384bps
30000 34797384 13 13.546 34797384bps
30000 34797384 13 13.546 34797384bps
31000 34797384 13 13.546 34797384bps
31000 34797384 13 13.546 34797384bps
31000 34797384 13 13.546 34797384bps
31000 34797384 13 13.546 34797384bps
31000 34797384 13 13.546 34797384bps
31000 34797384 13 13.546 34797384bps
31000 34797384 13 13.546 34797384bps
31000 34797384 13 13.546 34797384bps
31000 34797384 13 13.546 34797384bps
32000 34797384 13 13.546 34797384bps
32000 34797384 13 13.546 34797384bps
32000 34797384 13 13.546 34797384bps
32000 34797384 13 13.546 34797384bps
32000 34797384 13 13.546 34797384bps
32000 34797384 13 13.546 34797384bps
32000 34797384 13 13.546 34797384bps
32000 34797384 13 13.546 34797384bps
32000 34797384 13 13.546 34797384bps
33000 34797384 13 13.546 34797384bps
33000 34797384 13 13.546 34797384bps
33000 34797384 13 13.546 34797384bps
33000 34797384 13 13.546 34797384bps
33000 34797384 13 13.546 34797384bps
33000 34797384 13 13.546 34797384bps
33000 34797384 13 13.546 34797384bps
33000 34797384 13 13.546 34797384bps
33000 34797384 13 13.546 34797384bps
34000 34797384 13 13.546 34797384bps
34000 34797384 13 13.546 34797384bps
34000 34797384 13 13.546 34797384bps
34000 34797384 13 13.546 34797384bps
34000 34797384 13 13.546 34797384bps
34000 34797384 13 13.546 34797384bps
34000 34797384 13 13.546 34797384bps
34000 34797384 13 13.546 34797384bps
35000 34797384 13 13.546 34797384bps
35000 34797384 13 13.546 34797384bps
35000 34797384 13 13.546 34797384bps
35000 34797384 13 13.546 34797384bps
35000 34797384 13 13.546 34797384bps
35000 34797384 13 13.546 34797384bps
35000 34797384 13 13.546 34797384bps
35000 34797384 13 13.546 34797384bps
35000 34797384 13 13.546 34797384bps
36000 34797384 13 13.546 34797384bps
36000 34797384 13 13.546 34797384bps
36000 34797384 13 13.546 34797384bps
36000 34797384 13 13.546 34797384bps
36000 34797384 13 13.546 34797384bps
36000 34797384 13 13.546 34797384bps
36000 34797384 13 13.546 34797384bps
36000 34797384 13 13.546 34797384bps
36000 34797384 13 13.546 34797384bps
37000 34797384 13 13.546 34797384bps
37000 34797384 13 13.546 34797384bps
37000 34797384 13 13.546 34797384bps
37000 34797384 13 13.546 34797384bps
37000 34797384 13 13.546 34797384bps
37000 34797384 13 13.546 34797384bps
37000 34797384 13 13.546 34797384bps
37000 34797384 13 13.546 34797384bps
37000 34797384 13 13.546 34797384bps
38000 34797384 13 13.546 34797384bps
38000 34797384 13 13.546 34797384bps
38000 34797384 13 13.546 34797384bps
38000 34797384 13 13.546 34797384bps
38000 34797384 13 13.546 34797384bps
38000 34797384 13 13.546 34797384bps
38000 34797384 13 13.546 34797384bps
38000 34797384 13 13.546 34797384bps
38000 34797384 13 13.546 34797384bps
39000 34797384 13 13.546 34797384bps
39000 34797384 13 13.546 34797384bps
39000 34797384 13 13.546 34797384bps
39000 34797384 13 13.546 34797384bps
39000 34797384 13 13.546 34797384bps
39000 34797384 13 13.546 34797384bps
39000 34797384 13 13.546 34797384bps
39000 34797384 13 13.546 34797384bps
39000 34797384 13 13.546 34797384bps
40000 34797384 13 13.546 34797384bps
40000 34797384 13 13.546 34797384bps
40000 34797384 13 13.546 34797384bps
40000 34797384 13 13.546 34797384bps
40000 34797384 13 13.546 34797384bps
40000 34797384 13 13.546 34797384bps
40000 34797384 13 13.546 34797384bps
40000 34797384 13 13.546 34797384bps
40000 34797384 13 13.546 34797384bps
41000 34797384 13 13.546 34797384bps
41000 34797384 13 13.546 34797384bps
41000 34797384 13 13.546 34797384bps
41000 34797384 13 13.546 34797384bps
41000 34797384 13 13.546 34797384bps
41000 34797384 13 13.546 34797384bps
41000 34797384 13 13.546 34797384bps
41000 34797384 13 13.546 34797384bps
41000 34797384 13 13.546 34797384bps
42000 34797384 13 13.546 34797384bps
42000 34797384 13 13.546 34797384bps
42000 34797384 13 13.546 34797384bps
42000 34797384 13 13.546 34797384bps
42000 34797384 13 13.546 34797384bps
42000 34797384 13 13.546 34797384bps
42000 34797384 13 13.546 34797384bps
42000 34797384 13 13.546 34797384bps
43000 34797384 13 13.546 34797384bps
43000 34797384 13 13.546 34797384bps
43000 34797384 13 13.546 34797384bps
43000 34797384 13 13.546 34797384bps
43000 34797384 13 13.546 34797384bps
43000 34797384 13 13.546 34797384bps
43000 34797384 13 13.546 34797384bps
43000 34797384 13 13.546 34797384bps
43000 34797384 13 13.546 34797384bps
44000 34797384 13 13.546 34797384bps
44000 34797384 13 13.546 34797384bps
44000 34797384 13 13.546 34797384bps
44000 34797384 13 13.546 34797384bps
44000 34797384 13 13.546 34797384bps
44000 34797384 13 13.546 34797384bps
44000 34797384 13 13.546 34797384bps
44000 34797384 13 13.546 34797384bps
44000 34797384 13 13.546 34797384bps
45000 34797384 13 13.546 34797384bps
45000 34797384 13 13.546 34797384bps
45000 34797384 13 13.546 34797384bps
45000 34797384 13 13.546 34797384bps
45000 34797384 13 13.546 34797384bps
45000 34797384 13 13.546 34797384bps
45000 34797384 13 13.546 34797384bps
45000 34797384 13 13.546 34797384bps
45000 34797384 13 13.546 34797384bps
46000 34797384 13 13.546 34797384bps
46000 34797384 13 13.546 34797384bps
46000 34797384 13 13.546 34797384bps
46000 34797384 13 13.546 34797384bps
46000 34797384 13 13.546 34797384bps
46000 34797384 13 13.546 34797384bps
46000 34797384 13 13.546 34797384bps
46000 34797384 13 13.546 34797384bps
47000 34797384 13 13.546 34797384bps
47000 34797384 13 13.546 34797384bps
47000 34797384 13 13.546 34797384bps
47000 34797384 13 13.546 34797384bps
47000 34797384 13 13.546 34797384bps
47000 34797384 13 13.546 34797384bps
47000 34797384 13 13.546 34797384bps
47000 34797384 13 13.546 34797384bps
47000 34797384 13 13.546 34797384bps
48000 34797384 13 13.546 34797384bps
48000 34797384 13 13.546 34797384bps
48000 34797384 13 13.546 34797384bps
48000 34797384 13 13.546 34797384bps
48000 34797384 13 13.546 34797384bps
48000 34797384 13 13.546 34797384bps
48000 34797384 13 13.546 34797384bps
48000 34797384 13 13.546 34797384bps
48000 34797384 13 13.546 34797384bps
49000 34797384 13 13.546 34797384bps
49000 34797384 13 13.546 34797384bps
49000 34797384 13 13.546 34797384bps
49000 34797384 13 13.546 34797384bps
49000 34797384 13 13.546 34797384bps
49000 34797384 13 13.546 34797384bps
49000 34797384 13 13.546 34797384bps
49000 34797384 13 13.546 34797384bps
49000 34797384 13 13.546 34797384bps
50000 34797384 13 13.546 34797384bps
50000 34797384 13 13.546 34797384bps
50000 34797384 13 13.546 34797384bps
50000 34797384 13 13.546 34797384bps
50000 34797384 13 13.546 34797384bps
50000 34797384 13 13.546 34797384bps
50000 34797384 13 13.546 34797384bps
50000 34797384 13 13.546 34797384bps
50000 34797384 13 13.546 34797384bps
51000 34797384 13 13.546 34797384bps
51000 34797384 13 13.546 34797384bps
51000 34797384 13 13.546 34797384bps
51000 34797384 13 13.546 34797384bps
51000 34797384 13 13.546 34797384bps
51000 34797384 13 13.546 34797384bps
51000 34797384 13 13.546 34797384bps
51000 34797384 13 13.546 34797384bps
52000 34797384 13 13.546 34797384bps
52000 34797384 13 13.546 34797384bps
52000 34797384 13 13.546 34797384bps
52000 34797384 13 13.546 34797384bps
52000 34797384 13 13.546 34797384bps
52000 34797384 13 13.546 34797384bps
52000 34797384 13 13.546 34797384bps
52000 34797384 13 13.546 34797384bps
52000 34797384 13 13.546 34797384bps
53000 34797384 13 13.546 34797384bps
53000 34797384 13 13.546 34797384bps
53000 34797384 13 13.546 34797384bps
53000 34797384 13 13.546 34797384bps
53000 34797384 13 13.546 34797384bps
53000 34797384 13 13.546 34797384bps
53000 34797384 13 13.546 34797384bps
53000 34797384 13 13.546 34797384bps
53000 34797384 13 13.546 34797384bps
54000 34797384 13 13.546 34797384bps
54000 34797384 13 13.546 34797384bps
54000 34797384 13 13.546 34797384bps
54000 34797384 13 13.546 34797384bps
54000 34797384 13 13.546 34797384bps
54000 34797384 13 13.546 34797384bps
54000 34797384 13 13.546 34797384bps
54000 34797384 13 13.546 34797384bps
54000 34797384 13 13.546 34797384bps
55000 34797384 13 13.546 34797384bps
55000 34797384 13 13.546 34797384bps
55000 34797384 13 13.546 34797384bps
55000 34797384 13 13.546 34797384bps
55000 34797384 13 13.546 34797384bps
55000 34797384 13 13.546 34797384bps
55000 34797384 13 13.546 34797384bps
55000 34797384 13 13.546 34797384bps
55000 34797384 13 13.546 34797384bps
56000 34797384 13 13.546 34797384bps
56000 34797384 13 13.546 34797384bps
56000 34797384 13 13.546 34797384bps
56000 34797384 13 13.546 34797384bps
56000 34797384 13 13.546 34797384bps
56000 34797384 13 13.546 34797384bps
56000 34797384 13 13.546 34797384bps
56000 34797384 13 13.546 34797384bps
56000 34797384 13 13.546 34797384bps
57000 34797384 13 13.546 34797384bps
57000 34797384 13 13.546 34797384bps
57000 34797384 13 13.546 34797384bps
57000 34797384 13 13.546 34797384bps
57000 34797384 13 13.546 34797384bps
57000 34797384 13 13.546 34797384bps
57000 34797384 13 13.546 34797384bps
57000 34797384 13 13.546 34797384bps
58000 34797384 13 13.546 34797384bps
58000 34797384 13 13.546 34797384bps
58000 34797384 13 13.546 34797384bps
58000 34797384 13 13.546 34797384bps
58000 34797384 13 13.546 34797384bps
58000 34797384 13 13.546 34797384bps
58000 34797384 13 13.546 34797384bps
58000 34797384 13 13.546 34797384bps
58000 34797384 13 13.546 34797384bps
59000 34797384 13 13.546 34797384bps
59000 34797384 13 13.546 34797384bps
59000 34797384 13 13.546 34797384bps
59000 34797384 13 13.546 34797384bps
59000 34797384 13 13.546 34797384bps
59000 34797384 13 13.546 34797384bps
59000 34797384 13 13.546 34797384bps
59000 34797384 13 13.546 34797384bps
59000 34797384 13 13.546 34797384bps
60000 34797384 13 13.546 34797384bps
60000 34797384 13 13.546 34797384bps
60000 34797384 13 13.546 34797384bps
60000 34797384 13 13.546 34797384bps
60000 34797384 13 13.546 34797384bps
60000 34797384 13 13.546 34797384bps
60000 34797384 13 13.546 34797384bps
60000 34797384 16 15.865 34797384bps
