t_ms pacing_bps cwnd rtt_ms raw_pacing
0 1146072360 13 11.625 1146072360bps
0 1146072360 13 11.625 1146072360bps
0 1146072360 13 11.625 1146072360bps
1000 1146072360 13 11.625 1146072360bps
1000 1146072360 13 11.625 1146072360bps
1000 1146072360 13 11.625 1146072360bps
1000 1146072360 13 11.625 1146072360bps
1000 1146072360 13 11.625 1146072360bps
1000 1146072360 13 11.625 1146072360bps
1000 1146072360 13 11.625 1146072360bps
2000 1146072360 13 11.625 1146072360bps
2000 1146072360 13 11.625 1146072360bps
2000 1146072360 13 11.625 1146072360bps
2000 1146072360 13 11.625 1146072360bps
2000 1146072360 13 11.625 1146072360bps
2000 1146072360 13 11.625 1146072360bps
2000 1146072360 13 11.625 1146072360bps
3000 1146072360 13 11.625 1146072360bps
3000 1146072360 13 11.625 1146072360bps
3000 1146072360 13 11.625 1146072360bps
3000 1146072360 13 11.625 1146072360bps
3000 1146072360 13 11.625 1146072360bps
3000 1146072360 13 11.625 1146072360bps
3000 1146072360 13 11.625 1146072360bps
4000 1146072360 13 11.625 1146072360bps
4000 1146072360 13 11.625 1146072360bps
4000 1146072360 13 11.625 1146072360bps
4000 1146072360 13 11.625 1146072360bps
4000 1146072360 13 11.625 1146072360bps
4000 1146072360 13 11.625 1146072360bps
4000 1146072360 13 11.625 1146072360bps
5000 1146072360 13 11.625 1146072360bps
5000 1146072360 13 11.625 1146072360bps
5000 1146072360 13 11.625 1146072360bps
5000 1146072360 13 11.625 1146072360bps
5000 1146072360 13 11.625 1146072360bps
5000 1146072360 13 11.625 1146072360bps
5000 1146072360 13 11.625 1146072360bps
6000 1146072360 13 11.625 1146072360bps
6000 1146072360 13 11.625 1146072360bps
6000 1146072360 13 11.625 1146072360bps
6000 1146072360 13 11.625 1146072360bps
6000 1146072360 13 11.625 1146072360bps
6000 1146072360 13 11.625 1146072360bps
6000 1146072360 13 11.625 1146072360bps
7000 1146072360 13 11.625 1146072360bps
7000 1146072360 13 11.625 1146072360bps
7000 1146072360 13 11.625 1146072360bps
7000 1146072360 13 11.625 1146072360bps
7000 1146072360 13 11.625 1146072360bps
7000 1146072360 13 11.625 1146072360bps
7000 1146072360 13 11.625 1146072360bps
8000 1146072360 13 11.625 1146072360bps
8000 1146072360 13 11.625 1146072360bps
8000 1146072360 13 11.625 1146072360bps
8000 1146072360 13 11.625 1146072360bps
8000 1146072360 13 11.625 1146072360bps
8000 1146072360 13 11.625 1146072360bps
9000 1146072360 13 11.625 1146072360bps
9000 1146072360 13 11.625 1146072360bps
