t_ms pacing_bps cwnd rtt_ms raw
10000 5737080 8 8.05 5737080bps
10000 5743232 8 8.049 5743232bps
10000 5745280 8 8.048 5745280bps
10000 5752800 8 8.064 5752800bps
10000 5752800 8 8.056 5752800bps
10000 5744600 8 8.06 5744600bps
10000 5745280 8 8.054 5745280bps
10000 5751432 8 8.046 5751432bps
11000 5756216 8 8.062 5756216bps
11000 5750752 8 8.048 5750752bps
11000 5743912 8 8.048 5743912bps
11000 5738448 8 8.062 5738448bps
11000 5741176 8 8.046 5741176bps
11000 5743912 8 8.043 5743912bps
11000 5743912 8 8.062 5743912bps
11000 5738448 8 8.057 5738448bps
11000 5743232 8 8.059 5743232bps
12000 5748016 8 8.067 5748016bps
12000 5750064 8 8.051 5750064bps
12000 5211000 8 8.062 5211000bps
12000 7187584 10 8.045 7187584bps
12000 5211000 8 8.045 5211000bps
12000 7187584 10 8.048 7187584bps
12000 7187584 10 8.034 7187584bps
12000 7178184 10 8.067 7178184bps
13000 7187584 10 8.044 7187584bps
13000 7182456 10 8.036 7182456bps
13000 7181600 10 8.05 7181600bps
13000 7179896 10 8.04 7179896bps
13000 7183312 10 8.051 7183312bps
13000 7194416 10 8.045 7194416bps
13000 7181600 10 8.068 7181600bps
13000 7186728 10 8.058 7186728bps
13000 7186728 10 8.04 7186728bps
14000 7173912 10 8.063 7173912bps
14000 7207232 10 8.047 7207232bps
14000 7207232 10 8.042 7207232bps
14000 7185872 10 8.046 7185872bps
14000 5746648 8 8.088 5746648bps
14000 7175624 10 8.048 7175624bps
14000 7183312 10 8.046 7183312bps
14000 7179040 10 8.041 7179040bps
14000 7179040 10 8.054 7179040bps
15000 5746648 8 8.048 5746648bps
15000 5748016 8 8.048 5748016bps
15000 7179040 10 8.058 7179040bps
15000 5745280 8 8.056 5745280bps
15000 5758272 8 8.052 5758272bps
15000 7185016 10 8.051 7185016bps
15000 5748016 8 8.073 5748016bps
15000 5743232 8 8.052 5743232bps
15000 5745968 8 8.051 5745968bps
16000 5740496 8 8.065 5740496bps
16000 5756216 8 8.057 5756216bps
16000 5760320 8 8.058 5760320bps
16000 7200400 10 8.05 7200400bps
16000 7173912 10 8.078 7173912bps
16000 7183312 10 8.06 7183312bps
16000 7183312 10 8.047 7183312bps
16000 7195272 10 8.053 7195272bps
16000 5749384 8 8.041 5749384bps
17000 5749384 8 8.061 5749384bps
17000 5751432 8 8.063 5751432bps
17000 5746648 8 8.046 5746648bps
17000 5746648 8 8.046 5746648bps
17000 5739816 4 8.016 5739816bps
17000 5745280 4 7.995 5745280bps
17000 5745280 8 8.045 5745280bps
17000 5745280 8 8.048 5745280bps
17000 5750752 8 8.045 5750752bps
18000 5748016 8 8.053 5748016bps
18000 5743232 8 8.059 5743232bps
18000 7187584 10 8.056 7187584bps
18000 5749384 8 8.047 5749384bps
18000 5742544 8 8.076 5742544bps
18000 5755536 8 8.047 5755536bps
18000 5754168 8 8.053 5754168bps
18000 5746648 8 8.051 5746648bps
18000 5745280 8 8.061 5745280bps
19000 5744600 8 8.061 5744600bps
19000 5748016 8 8.062 5748016bps
19000 5759632 8 8.058 5759632bps
19000 5750752 8 8.048 5750752bps
19000 5747328 8 8.047 5747328bps
19000 5771936 8 8.053 5771936bps
19000 5752120 8 8.074 5752120bps
19000 5742544 8 8.07 5742544bps
19000 5744600 8 8.056 5744600bps
20000 5744600 8 8.053 5744600bps
20000 5748016 8 8.067 5748016bps
20000 5750064 8 8.115 5750064bps
20000 5912072 8 8.076 5912072bps
20000 5745280 8 8.066 5745280bps
20000 5754848 8 8.062 5754848bps
20000 5750064 8 8.055 5750064bps
20000 5743912 8 8.044 5743912bps
21000 5741864 8 8.055 5741864bps
21000 5756904 8 8.068 5756904bps
21000 5765104 8 8.062 5765104bps
21000 5743912 8 8.061 5743912bps
21000 5745968 8 8.063 5745968bps
21000 5759632 8 8.068 5759632bps
21000 5759632 8 8.045 5759632bps
21000 5751432 8 8.065 5751432bps
21000 5746648 8 8.056 5746648bps
22000 5754168 8 8.049 5754168bps
22000 5749384 8 8.078 5749384bps
22000 5751432 8 8.053 5751432bps
22000 5764424 8 8.053 5764424bps
22000 5764424 8 8.107 5764424bps
22000 5746648 8 8.087 5746648bps
22000 5751432 8 8.066 5751432bps
22000 7189296 10 57.86 7189296bps
23000 5823888 11 9.515 5823888bps
23000 5748016 11 8.121 5748016bps
23000 5756216 11 8.072 5756216bps
23000 5750064 11 8.052 5750064bps
23000 5758272 11 8.08 5758272bps
23000 5758272 10 8.074 5758272bps
23000 5744600 11 8.054 5744600bps
23000 5756216 10 8.059 5756216bps
23000 5752120 10 8.053 5752120bps
24000 5740496 11 8.067 5740496bps
24000 5756216 9 8.059 5756216bps
24000 5748016 10 8.054 5748016bps
24000 5748016 10 8.051 5748016bps
24000 5751432 10 8.064 5751432bps
24000 5212232 9 8.057 5212232bps
24000 5748696 10 8.073 5748696bps
24000 7185872 12 8.056 7185872bps
24000 5206040 11 8.06 5206040bps
25000 7185016 13 8.067 7185016bps
25000 7185016 12 8.041 7185016bps
25000 7179896 13 8.053 7179896bps
25000 7183312 13 8.06 7183312bps
25000 5746648 4 8.004 5746648bps
25000 5746648 4 8.008 5746648bps
25000 7202960 12 8.054 7202960bps
25000 7202960 11 8.044 7202960bps
25000 7183312 11 8.046 7183312bps
26000 7185016 11 8.053 7185016bps
26000 7187584 11 8.058 7187584bps
26000 7187584 11 8.049 7187584bps
26000 7176472 11 8.066 7176472bps
26000 7185016 11 8.073 7185016bps
26000 7185016 10 8.058 7185016bps
26000 7195272 11 8.067 7195272bps
26000 7195272 10 8.056 7195272bps
26000 7183312 11 8.054 7183312bps
27000 7182456 11 8.067 7182456bps
27000 7190144 11 8.058 7190144bps
27000 7190144 10 8.065 7190144bps
27000 7175624 11 8.057 7175624bps
27000 5740496 8 8.077 5740496bps
27000 7181600 10 8.062 7181600bps
27000 5741864 8 8.055 5741864bps
27000 5740496 8 8.054 5740496bps
28000 5746648 8 8.058 5746648bps
28000 5746648 8 8.072 5746648bps
28000 5743912 8 8.052 5743912bps
28000 5750064 8 8.055 5750064bps
28000 5751432 8 8.06 5751432bps
28000 5751432 8 8.067 5751432bps
28000 5751432 8 8.058 5751432bps
28000 5742544 8 8.059 5742544bps
28000 5746648 8 8.048 5746648bps
29000 5756904 8 8.057 5756904bps
29000 5740496 8 8.061 5740496bps
29000 5763736 8 8.056 5763736bps
29000 5748016 8 8.056 5748016bps
29000 5742544 8 8.044 5742544bps
29000 5739128 8 8.052 5739128bps
29000 5750064 8 8.048 5750064bps
29000 5737760 8 8.062 5737760bps
29000 5744600 8 8.053 5744600bps
30000 5759632 8 8.054 5759632bps
30000 5745280 8 8.055 5745280bps
30000 5743232 8 8.071 5743232bps
30000 5745968 8 8.063 5745968bps
30000 5741864 11 8.061 5741864bps
30000 5748016 11 8.048 5748016bps
30000 5737080 11 8.057 5737080bps
30000 5743232 11 8.047 5743232bps
30000 5741864 11 8.069 5741864bps
31000 5748016 11 8.046 5748016bps
31000 5744600 11 8.067 5744600bps
31000 5744600 11 8.073 5744600bps
31000 5740496 11 8.057 5740496bps
31000 5737080 11 8.061 5737080bps
31000 5754168 11 8.079 5754168bps
31000 5751432 11 8.077 5751432bps
31000 5743232 11 8.059 5743232bps
31000 5746648 11 8.055 5746648bps
32000 5746648 11 8.044 5746648bps
32000 5741864 11 8.063 5741864bps
32000 5747328 4 8.009 5747328bps
32000 5750752 11 7.996 5750752bps
32000 5750752 11 8.043 5750752bps
32000 5750064 11 8.053 5750064bps
32000 5756216 11 8.045 5756216bps
32000 5216568 11 8.057 5216568bps
32000 5738448 11 8.058 5738448bps
33000 5743912 11 8.058 5743912bps
33000 7189296 14 8.056 7189296bps
33000 5212232 11 8.069 5212232bps
33000 5751432 11 8.051 5751432bps
33000 7179040 14 8.052 7179040bps
33000 5238256 11 8.06 5238256bps
33000 7225176 14 8.054 7225176bps
33000 7193568 14 8.06 7193568bps
33000 7193568 14 8.065 7193568bps
34000 7181600 14 8.061 7181600bps
34000 7185016 14 8.059 7185016bps
34000 7185016 13 8.064 7185016bps
34000 7179040 14 8.056 7179040bps
34000 5743232 11 8.053 5743232bps
34000 7185016 13 8.068 7185016bps
34000 7218344 14 8.066 7218344bps
34000 7228600 13 8.207 7228600bps
34000 5867640 11 8.054 5867640bps
35000 7225176 13 8.065 7225176bps
35000 5750752 11 8.048 5750752bps
35000 5747328 11 8.074 5747328bps
35000 5759632 11 8.057 5759632bps
35000 5743232 11 8.048 5743232bps
35000 5748696 11 8.062 5748696bps
35000 5750064 11 8.063 5750064bps
35000 5746648 11 8.074 5746648bps
35000 5750752 11 8.053 5750752bps
36000 5752120 11 8.099 5752120bps
36000 5750752 11 8.064 5750752bps
36000 5750752 11 8.069 5750752bps
36000 5740496 11 8.049 5740496bps
36000 5738448 11 8.095 5738448bps
36000 5763736 11 8.07 5763736bps
36000 5743232 11 8.075 5743232bps
36000 5746648 11 8.084 5746648bps
37000 5746648 11 8.065 5746648bps
37000 5751432 10 8.223 5751432bps
37000 5783560 11 8.113 5783560bps
37000 5783560 10 8.075 5783560bps
37000 5743232 10 8.072 5743232bps
37000 7182456 12 8.069 7182456bps
37000 7186728 12 8.059 7186728bps
37000 7181600 12 8.052 7181600bps
37000 5746648 10 8.087 5746648bps
38000 5751432 10 8.064 5751432bps
38000 7185016 12 8.055 7185016bps
38000 5748016 10 8.071 5748016bps
38000 5745280 10 8.049 5745280bps
38000 5745280 10 8.081 5745280bps
38000 7183312 12 8.068 7183312bps
38000 5746648 10 8.068 5746648bps
38000 5751432 10 8.05 5751432bps
39000 5741864 10 8.056 5741864bps
39000 5740496 10 8.057 5740496bps
39000 5765784 10 8.053 5765784bps
39000 5781512 10 8.061 5781512bps
39000 5747328 10 8.051 5747328bps
39000 5747328 10 8.082 5747328bps
39000 5751432 11 8.058 5751432bps
39000 5751432 10 8.11 5751432bps
39000 5765784 10 8.101 5765784bps
40000 5763056 10 8.059 5763056bps
40000 5747328 10 8.063 5747328bps
40000 5755536 10 8.053 5755536bps
40000 5752120 10 8.068 5752120bps
40000 5740496 10 8.039 5740496bps
40000 5763736 10 8.066 5763736bps
40000 5763736 10 8.06 5763736bps
40000 5738448 10 8.048 5738448bps
40000 5745280 10 8.049 5745280bps
41000 5739816 10 8.073 5739816bps
41000 5743232 10 8.066 5743232bps
41000 5749384 10 8.046 5749384bps
41000 5745968 10 8.098 5745968bps
41000 5743232 10 8.056 5743232bps
41000 5758272 10 8.074 5758272bps
41000 5740496 10 8.094 5740496bps
41000 5746648 10 8.051 5746648bps
41000 5741864 10 8.061 5741864bps
42000 5741176 10 8.045 5741176bps
42000 5754848 4 8.044 5754848bps
42000 5766472 4 7.996 5766472bps
42000 5766472 10 8.021 5766472bps
42000 5766472 10 8.062 5766472bps
42000 5739816 10 8.083 5739816bps
42000 5751432 10 8.076 5751432bps
42000 5745280 10 8.048 5745280bps
42000 5754848 10 8.05 5754848bps
43000 5748696 10 8.065 5748696bps
43000 5750064 10 8.055 5750064bps
43000 5756216 10 8.048 5756216bps
43000 5744600 10 8.053 5744600bps
43000 5748016 10 8.057 5748016bps
43000 5745968 10 8.046 5745968bps
43000 5741176 10 8.049 5741176bps
43000 5739816 10 8.058 5739816bps
43000 5743232 10 8.066 5743232bps
44000 5743912 10 8.052 5743912bps
44000 5750064 10 8.057 5750064bps
44000 5741864 10 8.048 5741864bps
44000 5746648 10 8.056 5746648bps
44000 7183312 12 8.063 7183312bps
44000 7181600 12 8.069 7181600bps
44000 7181600 12 8.059 7181600bps
44000 7179040 12 8.062 7179040bps
44000 7177328 12 8.059 7177328bps
45000 7179896 12 8.057 7179896bps
45000 7191000 12 8.054 7191000bps
45000 7181600 12 8.05 7181600bps
45000 7186728 12 8.051 7186728bps
45000 7179040 12 8.05 7179040bps
45000 7185872 12 8.06 7185872bps
45000 7192712 12 8.049 7192712bps
45000 7179040 12 8.042 7179040bps
45000 7179040 12 8.048 7179040bps
46000 7179040 12 8.07 7179040bps
46000 7176472 12 8.088 7176472bps
46000 7185016 12 8.06 7185016bps
46000 7189296 12 8.059 7189296bps
46000 7189296 12 8.056 7189296bps
46000 5756216 10 8.064 5756216bps
46000 7195272 12 8.063 7195272bps
46000 5754848 10 8.064 5754848bps
46000 7184168 12 8.054 7184168bps
47000 5752800 10 8.056 5752800bps
47000 5752800 11 8.069 5752800bps
47000 5746648 11 8.052 5746648bps
47000 5748016 4 8.026 5748016bps
47000 5748016 4 8.002 5748016bps
47000 7199544 13 8.047 7199544bps
47000 7199544 13 8.051 7199544bps
47000 7175624 13 8.049 7175624bps
48000 7181600 13 8.052 7181600bps
48000 7179040 13 8.067 7179040bps
48000 7179896 13 8.07 7179896bps
48000 5212856 11 8.057 5212856bps
48000 7185872 13 8.055 7185872bps
48000 7195272 13 8.059 7195272bps
48000 7206384 13 8.053 7206384bps
48000 7184168 11 8.033 7184168bps
48000 7191000 10 8.071 7191000bps
49000 7184168 10 8.046 7184168bps
49000 5742544 8 8.06 5742544bps
49000 5743912 8 8.067 5743912bps
49000 5758272 8 8.066 5758272bps
49000 5745280 8 8.063 5745280bps
49000 5745280 8 8.074 5745280bps
49000 5748016 8 8.075 5748016bps
49000 5745280 8 8.05 5745280bps
49000 5748696 8 8.049 5748696bps
50000 5748696 8 8.059 5748696bps
50000 5760320 8 8.056 5760320bps
50000 5740496 8 8.06 5740496bps
50000 5750064 8 8.052 5750064bps
50000 5743912 8 8.058 5743912bps
50000 5743232 8 8.05 5743232bps
50000 5743232 8 8.053 5743232bps
50000 5746648 8 8.055 5746648bps
50000 5755536 8 8.055 5755536bps
51000 5745968 8 8.046 5745968bps
51000 5743232 8 8.066 5743232bps
51000 5745968 8 8.051 5745968bps
51000 5746648 8 8.06 5746648bps
51000 5745280 8 8.047 5745280bps
51000 5759632 8 8.049 5759632bps
51000 5741176 8 8.044 5741176bps
51000 5752120 8 8.045 5752120bps
51000 5755536 8 8.088 5755536bps
52000 5804064 8 8.046 5804064bps
52000 5741176 8 8.05 5741176bps
52000 5748696 8 8.054 5748696bps
52000 5746648 8 8.065 5746648bps
52000 5751432 8 8.047 5751432bps
52000 5754168 8 8.053 5754168bps
52000 5751432 8 8.054 5751432bps
52000 5741864 8 8.047 5741864bps
52000 5737760 8 8.055 5737760bps
53000 5739816 8 8.067 5739816bps
53000 5746648 8 8.052 5746648bps
53000 5745968 8 8.047 5745968bps
53000 5742544 8 8.061 5742544bps
53000 5742544 8 8.061 5742544bps
53000 5741864 8 8.07 5741864bps
53000 5754848 8 8.054 5754848bps
53000 5741864 8 8.068 5741864bps
53000 5741864 8 8.053 5741864bps
54000 5752800 8 8.057 5752800bps
54000 5753480 8 8.056 5753480bps
54000 5747328 8 8.054 5747328bps
54000 5751432 8 8.048 5751432bps
54000 5745280 8 8.044 5745280bps
54000 5748016 8 8.06 5748016bps
54000 5757584 8 8.073 5757584bps
54000 5750064 8 8.052 5750064bps
54000 5743912 8 8.044 5743912bps
55000 7211504 14 9.035 7211504bps
55000 7211504 13 8.099 7211504bps
55000 7185872 13 8.059 7185872bps
55000 7179040 13 8.058 7179040bps
55000 7183312 13 8.049 7183312bps
55000 7176472 13 8.055 7176472bps
55000 7187584 13 8.053 7187584bps
55000 7187584 12 8.054 7187584bps
56000 5746648 11 8.047 5746648bps
56000 5746648 10 8.059 5746648bps
56000 5747328 10 8.044 5747328bps
56000 5746648 11 8.052 5746648bps
56000 5754168 9 8.057 5754168bps
56000 5747328 10 8.046 5747328bps
56000 5747328 4 8.006 5747328bps
56000 5747328 4 7.999 5747328bps
56000 7185016 11 8.034 7185016bps
57000 7185016 10 8.042 7185016bps
57000 7182456 10 8.043 7182456bps
57000 7179040 10 8.052 7179040bps
57000 7177328 10 8.052 7177328bps
57000 5751432 8 8.062 5751432bps
57000 5748016 8 8.064 5748016bps
57000 5756216 8 8.061 5756216bps
57000 5756216 8 8.063 5756216bps
57000 5748016 8 8.048 5748016bps
58000 5738448 8 8.049 5738448bps
58000 5750064 8 8.049 5750064bps
58000 5739128 8 8.05 5739128bps
58000 5743912 8 8.041 5743912bps
58000 5738448 8 8.035 5738448bps
58000 5751432 8 8.068 5751432bps
58000 5751432 8 8.059 5751432bps
58000 5751432 8 8.06 5751432bps
58000 5758272 8 8.054 5758272bps
59000 5745280 8 8.043 5745280bps
59000 5743912 8 8.068 5743912bps
59000 5751432 8 8.048 5751432bps
59000 5764424 9 8.3 5764424bps
59000 5764424 9 8.055 5764424bps
59000 5888144 8 8.071 5888144bps
59000 5749384 8 8.067 5749384bps
59000 5737080 8 8.052 5737080bps
59000 5740496 8 8.04 5740496bps
60000 5741864 8 8.05 5741864bps
60000 5745280 8 8.061 5745280bps
60000 5745968 8 8.054 5745968bps
60000 5745280 8 8.056 5745280bps
60000 5742544 8 8.046 5742544bps
60000 5740496 8 8.074 5740496bps
60000 35426784 16 19.409 35426784bps
