t_ms pacing_bps cwnd rtt_ms raw_pacing
0 482416904 13 19.853 482416904bps
0 482416904 13 19.853 482416904bps
0 482416904 13 19.853 482416904bps
0 482416904 13 19.853 482416904bps
0 482416904 13 19.853 482416904bps
1000 482416904 13 19.853 482416904bps
1000 482416904 13 19.853 482416904bps
1000 482416904 13 19.853 482416904bps
1000 482416904 13 19.853 482416904bps
1000 482416904 13 19.853 482416904bps
1000 482416904 13 19.853 482416904bps
1000 482416904 13 19.853 482416904bps
2000 482416904 13 19.853 482416904bps
2000 482416904 13 19.853 482416904bps
2000 482416904 13 19.853 482416904bps
2000 482416904 13 19.853 482416904bps
2000 482416904 13 19.853 482416904bps
2000 482416904 13 19.853 482416904bps
2000 482416904 13 19.853 482416904bps
3000 482416904 13 19.853 482416904bps
3000 482416904 13 19.853 482416904bps
3000 482416904 13 19.853 482416904bps
3000 482416904 13 19.853 482416904bps
3000 482416904 13 19.853 482416904bps
3000 482416904 13 19.853 482416904bps
3000 482416904 13 19.853 482416904bps
4000 482416904 13 19.853 482416904bps
4000 482416904 13 19.853 482416904bps
4000 482416904 13 19.853 482416904bps
4000 482416904 13 19.853 482416904bps
4000 482416904 13 19.853 482416904bps
4000 482416904 13 19.853 482416904bps
4000 482416904 13 19.853 482416904bps
5000 482416904 13 19.853 482416904bps
5000 482416904 13 19.853 482416904bps
5000 482416904 13 19.853 482416904bps
5000 482416904 13 19.853 482416904bps
5000 482416904 13 19.853 482416904bps
5000 482416904 13 19.853 482416904bps
5000 482416904 13 19.853 482416904bps
5000 482416904 13 19.853 482416904bps
6000 482416904 13 19.853 482416904bps
6000 482416904 13 19.853 482416904bps
6000 482416904 13 19.853 482416904bps
6000 482416904 13 19.853 482416904bps
6000 482416904 13 19.853 482416904bps
6000 482416904 13 19.853 482416904bps
6000 482416904 13 19.853 482416904bps
7000 482416904 13 19.853 482416904bps
7000 482416904 13 19.853 482416904bps
7000 482416904 13 19.853 482416904bps
7000 482416904 13 19.853 482416904bps
7000 482416904 13 19.853 482416904bps
7000 482416904 13 19.853 482416904bps
7000 482416904 13 19.853 482416904bps
8000 482416904 13 19.853 482416904bps
8000 482416904 13 19.853 482416904bps
8000 482416904 13 19.853 482416904bps
8000 482416904 13 19.853 482416904bps
8000 482416904 13 19.853 482416904bps
8000 482416904 13 19.853 482416904bps
8000 482416904 13 19.853 482416904bps
9000 482416904 13 19.853 482416904bps
9000 482416904 13 19.853 482416904bps
9000 482416904 13 19.853 482416904bps
9000 482416904 13 19.853 482416904bps
9000 482416904 13 19.853 482416904bps
9000 482416904 13 19.853 482416904bps
9000 482416904 13 19.853 482416904bps
10000 482416904 13 19.853 482416904bps
10000 482416904 13 19.853 482416904bps
10000 482416904 13 19.853 482416904bps
10000 482416904 13 19.853 482416904bps
10000 482416904 13 19.853 482416904bps
10000 482416904 13 19.853 482416904bps
10000 482416904 13 19.853 482416904bps
11000 482416904 13 19.853 482416904bps
11000 482416904 13 19.853 482416904bps
11000 482416904 13 19.853 482416904bps
11000 482416904 13 19.853 482416904bps
11000 482416904 13 19.853 482416904bps
11000 482416904 13 19.853 482416904bps
11000 482416904 13 19.853 482416904bps
12000 482416904 13 19.853 482416904bps
12000 482416904 13 19.853 482416904bps
12000 482416904 13 19.853 482416904bps
12000 482416904 13 19.853 482416904bps
12000 482416904 13 19.853 482416904bps
12000 482416904 13 19.853 482416904bps
12000 482416904 13 19.853 482416904bps
12000 482416904 13 19.853 482416904bps
13000 482416904 13 19.853 482416904bps
13000 482416904 13 19.853 482416904bps
13000 482416904 13 19.853 482416904bps
13000 482416904 13 19.853 482416904bps
13000 482416904 13 19.853 482416904bps
13000 482416904 13 19.853 482416904bps
13000 482416904 13 19.853 482416904bps
14000 482416904 13 19.853 482416904bps
14000 482416904 13 19.853 482416904bps
14000 482416904 13 19.853 482416904bps
14000 482416904 13 19.853 482416904bps
14000 482416904 13 19.853 482416904bps
14000 482416904 13 19.853 482416904bps
14000 482416904 13 19.853 482416904bps
15000 482416904 13 19.853 482416904bps
15000 482416904 13 19.853 482416904bps
15000 482416904 13 19.853 482416904bps
15000 482416904 13 19.853 482416904bps
15000 482416904 13 19.853 482416904bps
15000 482416904 13 19.853 482416904bps
15000 482416904 13 19.853 482416904bps
16000 482416904 13 19.853 482416904bps
16000 482416904 13 19.853 482416904bps
16000 482416904 13 19.853 482416904bps
16000 482416904 13 19.853 482416904bps
16000 482416904 13 19.853 482416904bps
16000 482416904 13 19.853 482416904bps
16000 482416904 13 19.853 482416904bps
17000 482416904 13 19.853 482416904bps
17000 482416904 13 19.853 482416904bps
17000 482416904 13 19.853 482416904bps
17000 482416904 13 19.853 482416904bps
17000 482416904 13 19.853 482416904bps
17000 482416904 13 19.853 482416904bps
17000 482416904 13 19.853 482416904bps
17000 482416904 13 19.853 482416904bps
18000 482416904 13 19.853 482416904bps
18000 482416904 13 19.853 482416904bps
18000 482416904 13 19.853 482416904bps
18000 482416904 13 19.853 482416904bps
18000 482416904 13 19.853 482416904bps
18000 482416904 13 19.853 482416904bps
18000 482416904 13 19.853 482416904bps
19000 482416904 13 19.853 482416904bps
19000 482416904 13 19.853 482416904bps
19000 482416904 13 19.853 482416904bps
19000 482416904 13 19.853 482416904bps
19000 482416904 13 19.853 482416904bps
19000 482416904 13 19.853 482416904bps
19000 482416904 13 19.853 482416904bps
20000 482416904 13 19.853 482416904bps
20000 482416904 13 19.853 482416904bps
20000 482416904 13 19.853 482416904bps
20000 482416904 13 19.853 482416904bps
20000 482416904 13 19.853 482416904bps
20000 482416904 13 19.853 482416904bps
20000 482416904 13 19.853 482416904bps
21000 482416904 13 19.853 482416904bps
21000 482416904 13 19.853 482416904bps
21000 482416904 13 19.853 482416904bps
21000 482416904 13 19.853 482416904bps
21000 482416904 13 19.853 482416904bps
21000 482416904 13 19.853 482416904bps
21000 482416904 13 19.853 482416904bps
21000 482416904 13 19.853 482416904bps
22000 482416904 13 19.853 482416904bps
22000 482416904 13 19.853 482416904bps
22000 482416904 13 19.853 482416904bps
22000 482416904 13 19.853 482416904bps
22000 482416904 13 19.853 482416904bps
22000 482416904 13 19.853 482416904bps
22000 482416904 13 19.853 482416904bps
23000 482416904 13 19.853 482416904bps
23000 482416904 13 19.853 482416904bps
23000 482416904 13 19.853 482416904bps
23000 482416904 13 19.853 482416904bps
23000 482416904 13 19.853 482416904bps
23000 482416904 13 19.853 482416904bps
23000 482416904 13 19.853 482416904bps
24000 482416904 13 19.853 482416904bps
24000 482416904 13 19.853 482416904bps
24000 482416904 13 19.853 482416904bps
24000 482416904 13 19.853 482416904bps
24000 482416904 13 19.853 482416904bps
24000 482416904 13 19.853 482416904bps
24000 482416904 13 19.853 482416904bps
25000 482416904 13 19.853 482416904bps
25000 482416904 13 19.853 482416904bps
25000 482416904 13 19.853 482416904bps
25000 482416904 13 19.853 482416904bps
25000 482416904 13 19.853 482416904bps
25000 482416904 13 19.853 482416904bps
25000 482416904 13 19.853 482416904bps
26000 482416904 13 19.853 482416904bps
26000 482416904 13 19.853 482416904bps
26000 482416904 13 19.853 482416904bps
26000 482416904 13 19.853 482416904bps
26000 482416904 13 19.853 482416904bps
26000 482416904 13 19.853 482416904bps
26000 482416904 13 19.853 482416904bps
27000 482416904 13 19.853 482416904bps
27000 482416904 13 19.853 482416904bps
27000 482416904 13 19.853 482416904bps
27000 482416904 13 19.853 482416904bps
27000 482416904 13 19.853 482416904bps
27000 482416904 13 19.853 482416904bps
27000 482416904 13 19.853 482416904bps
27000 482416904 13 19.853 482416904bps
28000 482416904 13 19.853 482416904bps
28000 482416904 13 19.853 482416904bps
28000 482416904 13 19.853 482416904bps
28000 482416904 13 19.853 482416904bps
28000 482416904 13 19.853 482416904bps
28000 482416904 13 19.853 482416904bps
28000 482416904 13 19.853 482416904bps
29000 482416904 13 19.853 482416904bps
29000 482416904 13 19.853 482416904bps
29000 482416904 13 19.853 482416904bps
29000 482416904 13 19.853 482416904bps
29000 482416904 13 19.853 482416904bps
29000 482416904 13 19.853 482416904bps
29000 482416904 13 19.853 482416904bps
30000 482416904 13 19.853 482416904bps
30000 482416904 13 19.853 482416904bps
30000 482416904 13 19.853 482416904bps
30000 482416904 14 31.879 482416904bps
