t_ms pacing_bps cwnd rtt_ms raw
0 31491112 13 14.574 31491112bps
0 31491112 13 14.574 31491112bps
0 31491112 13 14.574 31491112bps
0 31491112 13 14.574 31491112bps
1000 31491112 13 14.574 31491112bps
1000 31491112 13 14.574 31491112bps
1000 31491112 13 14.574 31491112bps
1000 31491112 13 14.574 31491112bps
1000 31491112 13 14.574 31491112bps
1000 31491112 13 14.574 31491112bps
1000 31491112 13 14.574 31491112bps
1000 31491112 13 14.574 31491112bps
1000 31491112 13 14.574 31491112bps
2000 31491112 13 14.574 31491112bps
2000 31491112 13 14.574 31491112bps
2000 31491112 13 14.574 31491112bps
2000 31491112 13 14.574 31491112bps
2000 31491112 13 14.574 31491112bps
2000 31491112 13 14.574 31491112bps
2000 31491112 13 14.574 31491112bps
2000 31491112 13 14.574 31491112bps
2000 31491112 13 14.574 31491112bps
3000 31491112 13 14.574 31491112bps
3000 31491112 13 14.574 31491112bps
3000 31491112 13 14.574 31491112bps
3000 31491112 13 14.574 31491112bps
3000 31491112 13 14.574 31491112bps
3000 31491112 13 14.574 31491112bps
3000 31491112 13 14.574 31491112bps
3000 31491112 13 14.574 31491112bps
3000 31491112 13 14.574 31491112bps
4000 31491112 13 14.574 31491112bps
4000 31491112 13 14.574 31491112bps
4000 31491112 13 14.574 31491112bps
4000 31491112 13 14.574 31491112bps
4000 31491112 13 14.574 31491112bps
4000 31491112 13 14.574 31491112bps
4000 31491112 13 14.574 31491112bps
4000 31491112 13 14.574 31491112bps
5000 31491112 13 14.574 31491112bps
5000 31491112 13 14.574 31491112bps
5000 31491112 13 14.574 31491112bps
5000 31491112 13 14.574 31491112bps
5000 31491112 13 14.574 31491112bps
5000 31491112 13 14.574 31491112bps
5000 31491112 13 14.574 31491112bps
5000 31491112 13 14.574 31491112bps
5000 31491112 13 14.574 31491112bps
6000 31491112 13 14.574 31491112bps
6000 31491112 13 14.574 31491112bps
6000 31491112 13 14.574 31491112bps
6000 31491112 13 14.574 31491112bps
6000 31491112 13 14.574 31491112bps
6000 31491112 13 14.574 31491112bps
6000 31491112 13 14.574 31491112bps
6000 31491112 13 14.574 31491112bps
6000 31491112 13 14.574 31491112bps
7000 31491112 13 14.574 31491112bps
7000 31491112 13 14.574 31491112bps
7000 31491112 13 14.574 31491112bps
7000 31491112 13 14.574 31491112bps
7000 31491112 13 14.574 31491112bps
7000 31491112 13 14.574 31491112bps
7000 31491112 13 14.574 31491112bps
7000 31491112 13 14.574 31491112bps
7000 31491112 13 14.574 31491112bps
8000 31491112 13 14.574 31491112bps
8000 31491112 13 14.574 31491112bps
