t_ms pacing_bps cwnd rtt_ms raw
23000 5741864 12 8.406 5741864bps
23000 5744600 12 8.052 5744600bps
23000 5750752 12 8.037 5750752bps
23000 5743912 12 8.05 5743912bps
23000 5748016 12 8.046 5748016bps
23000 5743232 11 8.059 5743232bps
23000 5740496 11 8.042 5740496bps
24000 5761688 11 8.048 5761688bps
24000 5738448 12 8.055 5738448bps
24000 5745280 11 8.045 5745280bps
24000 5739816 11 8.041 5739816bps
24000 5744600 11 8.048 5744600bps
24000 7187584 13 8.049 7187584bps
24000 5750064 4 8.008 5750064bps
24000 5750064 4 7.99 5750064bps
25000 7187584 11 8.05 7187584bps
25000 7183312 10 8.049 7183312bps
25000 5207896 8 8.059 5207896bps
25000 5741176 8 8.054 5741176bps
25000 5741864 8 8.138 5741864bps
25000 5741864 8 8.041 5741864bps
25000 7177328 10 8.046 7177328bps
25000 5201088 8 8.032 5201088bps
25000 7173056 10 8.052 7173056bps
26000 7175624 10 8.05 7175624bps
26000 7181600 10 8.048 7181600bps
26000 7181600 10 8.069 7181600bps
26000 7181600 10 8.057 7181600bps
26000 7175624 10 8.052 7175624bps
26000 7179896 10 8.052 7179896bps
26000 7179896 10 8.054 7179896bps
26000 7192712 10 8.049 7192712bps
26000 5748016 8 8.052 5748016bps
27000 7175624 10 8.057 7175624bps
27000 5754848 8 8.05 5754848bps
27000 5754848 9 8.075 5754848bps
27000 5743232 9 8.054 5743232bps
27000 5749384 9 8.054 5749384bps
27000 5745280 9 8.053 5745280bps
27000 5737760 9 8.052 5737760bps
27000 5741864 9 8.045 5741864bps
27000 5741864 9 8.055 5741864bps
28000 5745968 9 8.051 5745968bps
28000 5739816 9 8.061 5739816bps
28000 5745280 9 8.058 5745280bps
28000 5739128 9 8.061 5739128bps
28000 5750064 8 8.048 5750064bps
28000 5748016 8 8.056 5748016bps
28000 5746648 8 8.049 5746648bps
28000 5741864 8 8.062 5741864bps
28000 5746648 8 8.066 5746648bps
29000 5743912 8 8.056 5743912bps
29000 5743232 8 8.064 5743232bps
29000 5745280 8 8.056 5745280bps
29000 5741176 8 8.078 5741176bps
29000 5744600 8 8.057 5744600bps
29000 5741176 8 8.071 5741176bps
29000 5752800 8 8.056 5752800bps
29000 5743912 8 8.045 5743912bps
29000 5743912 8 8.056 5743912bps
30000 5738448 8 8.058 5738448bps
30000 5743232 8 8.057 5743232bps
30000 5745280 8 8.055 5745280bps
30000 5743232 8 8.054 5743232bps
30000 5743912 8 8.049 5743912bps
30000 5745280 8 8.058 5745280bps
30000 5745280 4 8.017 5745280bps
30000 5761000 4 8.012 5761000bps
30000 5761000 8 8.05 5761000bps
31000 5761000 8 8.027 5761000bps
31000 5742544 8 8.046 5742544bps
31000 5745280 8 8.05 5745280bps
31000 5740496 8 8.045 5740496bps
31000 5747328 8 8.055 5747328bps
31000 5786976 8 8.07 5786976bps
31000 5786976 10 8.034 5786976bps
31000 5738448 8 8.044 5738448bps
31000 5739816 8 8.047 5739816bps
32000 5743232 8 8.05 5743232bps
32000 5743232 8 8.046 5743232bps
32000 5737080 8 8.056 5737080bps
32000 5748016 8 8.046 5748016bps
32000 5748016 9 8.081 5748016bps
32000 5737080 9 8.061 5737080bps
32000 5743912 9 8.058 5743912bps
32000 5746648 9 8.072 5746648bps
32000 5750752 9 8.05 5750752bps
33000 5738448 9 8.051 5738448bps
33000 5745280 9 8.055 5745280bps
33000 5748696 9 8.051 5748696bps
33000 5741864 9 8.058 5741864bps
33000 5743232 9 8.055 5743232bps
33000 5747328 11 8.034 5747328bps
33000 5743912 9 8.054 5743912bps
33000 5748016 8 8.045 5748016bps
33000 5744600 8 8.054 5744600bps
34000 5738448 9 8.077 5738448bps
34000 5738448 9 8.069 5738448bps
34000 5740496 9 8.055 5740496bps
34000 5739128 9 8.051 5739128bps
34000 5748016 9 8.268 5748016bps
34000 5744600 9 8.054 5744600bps
34000 5748696 9 8.052 5748696bps
34000 5743232 9 8.045 5743232bps
35000 5739128 9 8.041 5739128bps
35000 5739128 9 8.05 5739128bps
35000 5745968 9 8.061 5745968bps
35000 5750064 9 8.071 5750064bps
35000 5750064 8 8.054 5750064bps
35000 5204800 9 8.054 5204800bps
35000 7179040 11 8.057 7179040bps
35000 7175624 11 8.082 7175624bps
35000 7173912 11 8.043 7173912bps
36000 7177328 11 8.057 7177328bps
36000 7186728 10 8.059 7186728bps
36000 7186728 10 8.046 7186728bps
36000 7181600 10 8.045 7181600bps
36000 7191856 12 8.074 7191856bps
36000 7191856 11 8.072 7191856bps
36000 7183312 11 8.053 7183312bps
36000 7183312 11 8.055 7183312bps
36000 7187584 11 8.047 7187584bps
37000 7183312 11 8.058 7183312bps
37000 5746648 9 8.046 5746648bps
37000 7184168 11 8.045 7184168bps
37000 7184168 11 8.053 7184168bps
37000 5740496 9 8.05 5740496bps
37000 7179040 11 8.07 7179040bps
37000 7178184 11 8.038 7178184bps
37000 7185016 11 8.057 7185016bps
37000 7185016 11 8.045 7185016bps
38000 7187584 11 8.067 7187584bps
38000 7181600 11 8.054 7181600bps
38000 7175624 11 8.069 7175624bps
38000 7179040 11 8.052 7179040bps
38000 7181600 11 8.061 7181600bps
38000 5748016 4 8.002 5748016bps
38000 5751432 4 8 5751432bps
38000 5751432 9 8.074 5751432bps
38000 5751432 8 8.051 5751432bps
39000 5741864 8 8.056 5741864bps
39000 5742544 8 8.039 5742544bps
39000 5738448 9 8.065 5738448bps
39000 5739128 9 8.069 5739128bps
39000 5750064 9 8.06 5750064bps
39000 5741864 9 8.054 5741864bps
39000 5749384 9 8.087 5749384bps
39000 5823888 7 8.053 5823888bps
39000 5741176 8 8.057 5741176bps
40000 5743232 8 8.047 5743232bps
40000 7179040 10 8.051 7179040bps
40000 7183312 10 8.059 7183312bps
40000 5740496 8 8.046 5740496bps
40000 7181600 10 8.052 7181600bps
40000 5746648 8 8.054 5746648bps
40000 7183312 11 8.078 7183312bps
40000 5745280 9 8.055 5745280bps
40000 5745280 9 8.054 5745280bps
41000 5746648 9 8.047 5746648bps
41000 5746648 9 8.049 5746648bps
41000 5741176 9 8.07 5741176bps
41000 5741176 9 8.057 5741176bps
41000 5760320 8 8.057 5760320bps
41000 5744600 9 8.069 5744600bps
41000 5746648 9 8.057 5746648bps
41000 5753480 10 7.68 5753480bps
41000 5753480 10 8.033 5753480bps
42000 5737760 9 8.05 5737760bps
42000 5746648 9 8.047 5746648bps
42000 5746648 9 8.067 5746648bps
42000 5739816 9 8.059 5739816bps
42000 5739816 9 8.052 5739816bps
42000 5743232 9 8.055 5743232bps
42000 5748016 9 8.05 5748016bps
42000 5745280 8 8.048 5745280bps
42000 5738448 9 8.054 5738448bps
43000 5743232 9 8.058 5743232bps
43000 5743232 8 8.053 5743232bps
43000 5748016 8 8.049 5748016bps
43000 5746648 8 8.056 5746648bps
43000 5743232 10 8.065 5743232bps
43000 5738448 10 8.045 5738448bps
43000 5746648 10 8.056 5746648bps
43000 5746648 10 8.052 5746648bps
44000 5747328 10 8.046 5747328bps
44000 5747328 10 8.051 5747328bps
44000 5200464 10 8.05 5200464bps
44000 5738448 10 8.057 5738448bps
44000 7173056 12 8.059 7173056bps
44000 7178184 12 8.043 7178184bps
44000 7178184 12 8.058 7178184bps
44000 7179040 12 8.05 7179040bps
44000 5204800 9 8.056 5204800bps
45000 5754168 9 8.051 5754168bps
45000 7192712 11 8.057 7192712bps
45000 7185016 11 8.057 7185016bps
45000 7183312 11 8.049 7183312bps
45000 7175624 12 8.04 7175624bps
45000 7185016 10 8.053 7185016bps
45000 7180744 10 8.038 7180744bps
45000 7184168 10 8.043 7184168bps
45000 7184168 11 8.097 7184168bps
46000 7180744 11 8.06 7180744bps
46000 7190144 11 8.05 7190144bps
46000 7178184 11 8.06 7178184bps
46000 7200400 11 8.082 7200400bps
46000 7200400 11 8.076 7200400bps
46000 7185016 11 8.07 7185016bps
46000 7180744 11 8.068 7180744bps
46000 7189296 11 8.061 7189296bps
46000 7188440 11 8.039 7188440bps
47000 5212232 9 8.051 5212232bps
47000 5749384 9 8.051 5749384bps
47000 5745280 9 8.055 5745280bps
47000 5743912 9 8.084 5743912bps
47000 5741176 9 8.042 5741176bps
47000 5752120 9 8.047 5752120bps
47000 5752120 8 8.047 5752120bps
47000 5743232 8 8.073 5743232bps
47000 5747328 8 8.051 5747328bps
48000 5750064 8 8.053 5750064bps
48000 5750064 8 8.053 5750064bps
48000 5742544 8 8.06 5742544bps
48000 5746648 8 8.059 5746648bps
48000 5740496 8 8.058 5740496bps
48000 5741864 8 8.051 5741864bps
48000 5747328 8 8.048 5747328bps
48000 5737080 9 8.07 5737080bps
48000 5743232 9 8.073 5743232bps
49000 5752800 9 8.06 5752800bps
49000 5750064 9 8.055 5750064bps
49000 5739128 9 8.049 5739128bps
49000 5742544 9 8.051 5742544bps
49000 5739816 9 8.051 5739816bps
49000 5755536 9 8.068 5755536bps
49000 5739816 9 8.046 5739816bps
49000 5737080 9 8.055 5737080bps
50000 5741864 9 8.044 5741864bps
50000 5755536 9 8.055 5755536bps
50000 5744600 8 8.061 5744600bps
50000 5750064 8 8.071 5750064bps
50000 5750064 8 8.06 5750064bps
50000 5745280 8 8.047 5745280bps
50000 5745280 8 8.046 5745280bps
50000 5745280 8 8.096 5745280bps
50000 5797232 8 8.057 5797232bps
51000 5797232 8 8.05 5797232bps
51000 5742544 8 8.057 5742544bps
51000 5756216 8 8.067 5756216bps
51000 5756216 9 8.244 5756216bps
51000 5213472 9 8.053 5213472bps
51000 5741864 9 8.033 5741864bps
51000 5747328 9 8.048 5747328bps
51000 5741864 9 8.074 5741864bps
51000 5741864 4 8.003 5741864bps
52000 5746648 4 8.001 5746648bps
52000 7183312 10 8.049 7183312bps
52000 7183312 10 8.06 7183312bps
52000 7182456 10 8.054 7182456bps
52000 7182456 10 8.057 7182456bps
52000 7185016 10 8.054 7185016bps
52000 7185016 10 8.052 7185016bps
52000 7185016 10 8.059 7185016bps
52000 7179040 10 8.056 7179040bps
53000 7187584 10 8.044 7187584bps
53000 5742544 8 8.053 5742544bps
53000 7179896 10 8.06 7179896bps
53000 7175624 10 8.053 7175624bps
53000 5743232 8 8.055 5743232bps
53000 5739128 8 8.048 5739128bps
53000 5747328 9 8.066 5747328bps
53000 5747328 9 8.046 5747328bps
53000 5743232 9 8.053 5743232bps
54000 5745968 9 8.055 5745968bps
54000 5747328 9 8.049 5747328bps
54000 5741864 9 8.056 5741864bps
54000 7187584 11 8.058 7187584bps
54000 5746648 9 8.046 5746648bps
54000 5746648 9 8.049 5746648bps
54000 5737080 9 8.049 5737080bps
54000 5739816 9 8.046 5739816bps
54000 5739816 9 8.046 5739816bps
55000 7180744 10 8.079 7180744bps
55000 7180744 10 8.06 7180744bps
55000 7177328 10 8.059 7177328bps
55000 7183312 10 8.051 7183312bps
55000 7186728 16 8.246 7186728bps
55000 7186728 15 8.067 7186728bps
55000 7201256 15 8.059 7201256bps
55000 7177328 15 8.039 7177328bps
55000 7177328 15 8.115 7177328bps
56000 7185016 15 8.048 7185016bps
56000 7185016 15 8.05 7185016bps
56000 7181600 15 8.055 7181600bps
56000 5750752 12 8.055 5750752bps
56000 5743232 13 8.058 5743232bps
56000 5742544 13 8.059 5742544bps
56000 5752800 11 8.046 5752800bps
56000 5748016 16 8.05 5748016bps
56000 5748016 13 8.088 5748016bps
57000 5755536 12 8.056 5755536bps
57000 5741864 12 8.052 5741864bps
57000 5743232 12 8.044 5743232bps
57000 5738448 13 8.047 5738448bps
57000 5750752 12 8.06 5750752bps
57000 5752800 10 8.088 5752800bps
57000 5748016 11 8.065 5748016bps
57000 5748016 11 8.049 5748016bps
57000 5200464 13 8.049 5200464bps
58000 7180744 16 8.059 7180744bps
58000 7185872 14 8.051 7185872bps
58000 5209760 10 8.069 5209760bps
58000 7189296 14 8.06 7189296bps
58000 7189296 12 8.047 7189296bps
58000 5201704 13 8.051 5201704bps
58000 5740496 14 8.035 5740496bps
58000 5201088 12 8.04 5201088bps
59000 5743912 13 8.043 5743912bps
59000 5748016 10 8.066 5748016bps
59000 5209136 9 8.05 5209136bps
59000 5746648 9 8.053 5746648bps
59000 5746648 9 8.05 5746648bps
59000 5202320 11 8.049 5202320bps
59000 5739816 12 8.067 5739816bps
59000 5743232 11 8.091 5743232bps
59000 5744600 10 8.06 5744600bps
60000 5744600 9 8.044 5744600bps
60000 7183312 11 8.049 7183312bps
60000 5207896 8 8.046 5207896bps
60000 5746648 12 8.061 5746648bps
60000 5740496 8 8.044 5740496bps
60000 5745968 11 8.055 5745968bps
60000 7187584 10 8.046 7187584bps
60000 5211000 8 8.051 5211000bps
60000 7175624 10 8.05 7175624bps
61000 7173912 10 8.068 7173912bps
61000 41527464 16 15.263 41527464bps
