B,D_ms,link_rate_mbps,seed,T_emp_rtt,T_analytic_rtt,residual_rtt,reason
16.0,1.0,100.0,2,10.0,142.0,-132.0,starvation_detected
16.0,1.0,100.0,3,10.0,142.0,-132.0,starvation_detected
16.0,1.0,100.0,4,10.0,142.0,-132.0,starvation_detected
16.0,1.0,100.0,5,10.0,142.0,-132.0,starvation_detected
16.0,1.0,100.0,6,10.0,142.0,-132.0,starvation_detected
16.0,1.0,100.0,7,10.0,142.0,-132.0,starvation_detected
16.0,1.0,100.0,8,10.0,142.0,-132.0,starvation_detected
16.0,1.0,100.0,9,10.0,142.0,-132.0,starvation_detected
16.0,1.0,100.0,10,10.0,142.0,-132.0,starvation_detected
16.0,1.0,100.0,11,10.0,142.0,-132.0,starvation_detected
16.0,1.0,100.0,12,10.0,142.0,-132.0,starvation_detected
16.0,1.0,100.0,13,10.0,142.0,-132.0,starvation_detected
16.0,1.0,100.0,14,10.0,142.0,-132.0,starvation_detected
16.0,1.0,100.0,15,10.0,142.0,-132.0,starvation_detected
16.0,1.0,100.0,16,10.0,142.0,-132.0,starvation_detected
16.0,1.0,100.0,17,10.0,142.0,-132.0,starvation_detected
16.0,1.0,100.0,18,10.0,142.0,-132.0,starvation_detected
16.0,1.0,100.0,19,10.0,142.0,-132.0,starvation_detected
16.0,2.0,100.0,0,10.0,142.0,-132.0,starvation_detected
16.0,2.0,100.0,1,10.0,142.0,-132.0,starvation_detected
16.0,2.0,100.0,2,10.0,142.0,-132.0,starvation_detected
16.0,2.0,100.0,3,10.0,142.0,-132.0,starvation_detected
16.0,2.0,100.0,4,10.0,142.0,-132.0,starvation_detected
16.0,2.0,100.0,5,10.0,142.0,-132.0,starvation_detected
16.0,2.0,100.0,6,10.0,142.0,-132.0,starvation_detected
16.0,2.0,100.0,7,10.0,142.0,-132.0,starvation_detected
16.0,2.0,100.0,8,10.0,142.0,-132.0,starvation_detected
16.0,2.0,100.0,9,10.0,142.0,-132.0,starvation_detected
16.0,2.0,100.0,10,10.0,142.0,-132.0,starvation_detected
16.0,2.0,100.0,11,10.0,142.0,-132.0,starvation_detected
16.0,2.0,100.0,12,10.0,142.0,-132.0,starvation_detected
16.0,2.0,100.0,13,10.0,142.0,-132.0,starvation_detected
16.0,2.0,100.0,14,10.0,142.0,-132.0,starvation_detected
16.0,2.0,100.0,15,10.0,142.0,-132.0,starvation_detected
16.0,2.0,100.0,16,10.0,142.0,-132.0,starvation_detected
16.0,2.0,100.0,17,10.0,142.0,-132.0,starvation_detected
16.0,2.0,100.0,18,10.0,142.0,-132.0,starvation_detected
16.0,2.0,100.0,19,10.0,142.0,-132.0,starvation_detected
16.0,5.0,100.0,0,10.0,142.0,-132.0,starvation_detected
16.0,5.0,100.0,1,10.0,142.0,-132.0,starvation_detected
16.0,5.0,100.0,2,10.0,142.0,-132.0,starvation_detected
16.0,5.0,100.0,3,10.0,142.0,-132.0,starvation_detected
16.0,5.0,100.0,4,10.0,142.0,-132.0,starvation_detected
16.0,5.0,100.0,5,10.0,142.0,-132.0,starvation_detected
16.0,5.0,100.0,6,10.0,142.0,-132.0,starvation_detected
16.0,5.0,100.0,7,10.0,142.0,-132.0,starvation_detected
16.0,5.0,100.0,8,10.0,142.0,-132.0,starvation_detected
16.0,5.0,100.0,9,10.0,142.0,-132.0,starvation_detected
16.0,5.0,100.0,10,10.0,142.0,-132.0,starvation_detected
16.0,5.0,100.0,11,10.0,142.0,-132.0,starvation_detected
16.0,5.0,100.0,12,10.0,142.0,-132.0,starvation_detected
16.0,5.0,100.0,13,10.0,142.0,-132.0,starvation_detected
16.0,5.0,100.0,14,10.0,142.0,-132.0,starvation_detected
16.0,5.0,100.0,15,10.0,142.0,-132.0,starvation_detected
16.0,5.0,100.0,16,10.0,142.0,-132.0,starvation_detected
16.0,5.0,100.0,17,10.0,142.0,-132.0,starvation_detected
16.0,5.0,100.0,18,10.0,142.0,-132.0,starvation_detected
16.0,5.0,100.0,19,10.0,142.0,-132.0,starvation_detected
16.0,10.0,100.0,0,10.0,142.0,-132.0,starvation_detected
16.0,10.0,100.0,1,10.0,142.0,-132.0,starvation_detected
16.0,10.0,100.0,2,10.0,142.0,-132.0,starvation_detected
16.0,10.0,100.0,3,10.0,142.0,-132.0,starvation_detected
16.0,10.0,100.0,4,10.0,142.0,-132.0,starvation_detected
16.0,10.0,100.0,5,10.0,142.0,-132.0,starvation_detected
16.0,10.0,100.0,6,10.0,142.0,-132.0,starvation_detected
16.0,10.0,100.0,7,10.0,142.0,-132.0,starvation_detected
16.0,10.0,100.0,8,10.0,142.0,-132.0,starvation_detected
16.0,10.0,100.0,9,10.0,142.0,-132.0,starvation_detected
16.0,10.0,100.0,10,10.0,142.0,-132.0,starvation_detected
16.0,10.0,100.0,11,10.0,142.0,-132.0,starvation_detected
16.0,10.0,100.0,12,10.0,142.0,-132.0,starvation_detected
16.0,10.0,100.0,13,10.0,142.0,-132.0,starvation_detected
16.0,10.0,100.0,14,10.0,142.0,-132.0,starvation_detected
16.0,10.0,100.0,15,10.0,142.0,-132.0,starvation_detected
16.0,10.0,100.0,16,10.0,142.0,-132.0,starvation_detected
16.0,10.0,100.0,17,10.0,142.0,-132.0,starvation_detected
16.0,10.0,100.0,18,10.0,142.0,-132.0,starvation_detected
16.0,10.0,100.0,19,10.0,142.0,-132.0,starvation_detected
16.0,20.0,100.0,0,10.0,142.0,-132.0,starvation_detected
16.0,20.0,100.0,1,10.0,142.0,-132.0,starvation_detected
16.0,20.0,100.0,2,10.0,142.0,-132.0,starvation_detected
16.0,20.0,100.0,3,10.0,142.0,-132.0,starvation_detected
16.0,20.0,100.0,4,10.0,142.0,-132.0,starvation_detected
16.0,20.0,100.0,5,10.0,142.0,-132.0,starvation_detected
16.0,20.0,100.0,6,10.0,142.0,-132.0,starvation_detected
16.0,20.0,100.0,7,10.0,142.0,-132.0,starvation_detected
16.0,20.0,100.0,8,10.0,142.0,-132.0,starvation_detected
16.0,20.0,100.0,9,10.0,142.0,-132.0,starvation_detected
16.0,20.0,100.0,10,10.0,142.0,-132.0,starvation_detected
16.0,20.0,100.0,11,10.0,142.0,-132.0,starvation_detected
16.0,20.0,100.0,12,10.0,142.0,-132.0,starvation_detected
16.0,20.0,100.0,13,10.0,142.0,-132.0,starvation_detected
16.0,20.0,100.0,14,10.0,142.0,-132.0,starvation_detected
16.0,20.0,100.0,15,10.0,142.0,-132.0,starvation_detected
16.0,20.0,100.0,16,10.0,142.0,-132.0,starvation_detected
16.0,20.0,100.0,17,10.0,142.0,-132.0,starvation_detected
16.0,20.0,100.0,18,10.0,142.0,-132.0,starvation_detected
16.0,20.0,100.0,19,10.0,142.0,-132.0,starvation_detected
16.0,50.0,100.0,0,10.0,142.0,-132.0,starvation_detected
16.0,50.0,100.0,1,10.0,142.0,-132.0,starvation_detected
16.0,50.0,100.0,2,10.0,142.0,-132.0,starvation_detected
16.0,50.0,100.0,3,10.0,142.0,-132.0,starvation_detected
16.0,50.0,100.0,4,10.0,142.0,-132.0,starvation_detected
16.0,50.0,100.0,5,10.0,142.0,-132.0,starvation_detected
16.0,50.0,100.0,6,10.0,142.0,-132.0,starvation_detected
16.0,50.0,100.0,7,10.0,142.0,-132.0,starvation_detected
16.0,50.0,100.0,8,10.0,142.0,-132.0,starvation_detected
16.0,50.0,100.0,9,10.0,142.0,-132.0,starvation_detected
16.0,50.0,100.0,10,10.0,142.0,-132.0,starvation_detected
16.0,50.0,100.0,11,10.0,142.0,-132.0,starvation_detected
16.0,50.0,100.0,12,10.0,142.0,-132.0,starvation_detected
16.0,50.0,100.0,13,10.0,142.0,-132.0,starvation_detected
16.0,50.0,100.0,14,10.0,142.0,-132.0,starvation_detected
16.0,50.0,100.0,15,10.0,142.0,-132.0,starvation_detected
16.0,50.0,100.0,16,10.0,142.0,-132.0,starvation_detected
16.0,50.0,100.0,17,10.0,142.0,-132.0,starvation_detected
16.0,50.0,100.0,18,10.0,142.0,-132.0,starvation_detected
16.0,50.0,100.0,19,10.0,142.0,-132.0,starvation_detected
20.0,1.0,100.0,0,10.0,182.0,-172.0,starvation_detected
20.0,1.0,100.0,1,10.0,182.0,-172.0,starvation_detected
20.0,1.0,100.0,2,10.0,182.0,-172.0,starvation_detected
20.0,1.0,100.0,3,10.0,182.0,-172.0,starvation_detected
20.0,1.0,100.0,4,10.0,182.0,-172.0,starvation_detected
20.0,1.0,100.0,5,10.0,182.0,-172.0,starvation_detected
20.0,1.0,100.0,6,10.0,182.0,-172.0,starvation_detected
20.0,1.0,100.0,7,10.0,182.0,-172.0,starvation_detected
20.0,1.0,100.0,8,10.0,182.0,-172.0,starvation_detected
20.0,1.0,100.0,9,10.0,182.0,-172.0,starvation_detected
20.0,1.0,100.0,10,10.0,182.0,-172.0,starvation_detected
20.0,1.0,100.0,11,10.0,182.0,-172.0,starvation_detected
20.0,1.0,100.0,12,10.0,182.0,-172.0,starvation_detected
20.0,1.0,100.0,13,10.0,182.0,-172.0,starvation_detected
20.0,1.0,100.0,14,10.0,182.0,-172.0,starvation_detected
20.0,1.0,100.0,15,10.0,182.0,-172.0,starvation_detected
20.0,1.0,100.0,16,10.0,182.0,-172.0,starvation_detected
20.0,1.0,100.0,17,10.0,182.0,-172.0,starvation_detected
20.0,1.0,100.0,18,10.0,182.0,-172.0,starvation_detected
20.0,1.0,100.0,19,10.0,182.0,-172.0,starvation_detected
20.0,2.0,100.0,0,10.0,182.0,-172.0,starvation_detected
20.0,2.0,100.0,1,10.0,182.0,-172.0,starvation_detected
20.0,2.0,100.0,2,10.0,182.0,-172.0,starvation_detected
20.0,2.0,100.0,3,10.0,182.0,-172.0,starvation_detected
20.0,2.0,100.0,4,10.0,182.0,-172.0,starvation_detected
20.0,2.0,100.0,5,10.0,182.0,-172.0,starvation_detected
20.0,2.0,100.0,6,10.0,182.0,-172.0,starvation_detected
20.0,2.0,100.0,7,10.0,182.0,-172.0,starvation_detected
20.0,2.0,100.0,8,10.0,182.0,-172.0,starvation_detected
20.0,2.0,100.0,9,10.0,182.0,-172.0,starvation_detected
20.0,2.0,100.0,10,10.0,182.0,-172.0,starvation_detected
20.0,2.0,100.0,11,10.0,182.0,-172.0,starvation_detected
20.0,2.0,100.0,12,10.0,182.0,-172.0,starvation_detected
20.0,2.0,100.0,13,10.0,182.0,-172.0,starvation_detected
20.0,2.0,100.0,14,10.0,182.0,-172.0,starvation_detected
20.0,2.0,100.0,15,10.0,182.0,-172.0,starvation_detected
20.0,2.0,100.0,16,10.0,182.0,-172.0,starvation_detected
20.0,2.0,100.0,17,10.0,182.0,-172.0,starvation_detected
20.0,2.0,100.0,18,10.0,182.0,-172.0,starvation_detected
20.0,2.0,100.0,19,10.0,182.0,-172.0,starvation_detected
20.0,5.0,100.0,0,10.0,182.0,-172.0,starvation_detected
20.0,5.0,100.0,1,10.0,182.0,-172.0,starvation_detected
20.0,5.0,100.0,2,10.0,182.0,-172.0,starvation_detected
20.0,5.0,100.0,3,10.0,182.0,-172.0,starvation_detected
20.0,5.0,100.0,4,10.0,182.0,-172.0,starvation_detected
20.0,5.0,100.0,5,10.0,182.0,-172.0,starvation_detected
20.0,5.0,100.0,6,10.0,182.0,-172.0,starvation_detected
20.0,5.0,100.0,7,10.0,182.0,-172.0,starvation_detected
20.0,5.0,100.0,8,10.0,182.0,-172.0,starvation_detected
20.0,5.0,100.0,9,10.0,182.0,-172.0,starvation_detected
20.0,5.0,100.0,10,10.0,182.0,-172.0,starvation_detected
20.0,5.0,100.0,11,10.0,182.0,-172.0,starvation_detected
20.0,5.0,100.0,12,10.0,182.0,-172.0,starvation_detected
20.0,5.0,100.0,13,10.0,182.0,-172.0,starvation_detected
20.0,5.0,100.0,14,10.0,182.0,-172.0,starvation_detected
20.0,5.0,100.0,15,10.0,182.0,-172.0,starvation_detected
20.0,5.0,100.0,16,10.0,182.0,-172.0,starvation_detected
20.0,5.0,100.0,17,10.0,182.0,-172.0,starvation_detected
20.0,5.0,100.0,18,10.0,182.0,-172.0,starvation_detected
20.0,5.0,100.0,19,10.0,182.0,-172.0,starvation_detected
20.0,10.0,100.0,0,10.0,182.0,-172.0,starvation_detected
20.0,10.0,100.0,1,10.0,182.0,-172.0,starvation_detected
20.0,10.0,100.0,2,10.0,182.0,-172.0,starvation_detected
20.0,10.0,100.0,3,10.0,182.0,-172.0,starvation_detected
20.0,10.0,100.0,4,10.0,182.0,-172.0,starvation_detected
20.0,10.0,100.0,5,10.0,182.0,-172.0,starvation_detected
20.0,10.0,100.0,6,10.0,182.0,-172.0,starvation_detected
20.0,10.0,100.0,7,10.0,182.0,-172.0,starvation_detected
20.0,10.0,100.0,8,10.0,182.0,-172.0,starvation_detected
20.0,10.0,100.0,9,10.0,182.0,-172.0,starvation_detected
20.0,10.0,100.0,10,10.0,182.0,-172.0,starvation_detected
20.0,10.0,100.0,11,10.0,182.0,-172.0,starvation_detected
20.0,10.0,100.0,12,10.0,182.0,-172.0,starvation_detected
20.0,10.0,100.0,13,10.0,182.0,-172.0,starvation_detected
20.0,10.0,100.0,14,10.0,182.0,-172.0,starvation_detected
20.0,10.0,100.0,15,10.0,182.0,-172.0,starvation_detected
20.0,10.0,100.0,16,10.0,182.0,-172.0,starvation_detected
20.0,10.0,100.0,17,10.0,182.0,-172.0,starvation_detected
20.0,10.0,100.0,18,10.0,182.0,-172.0,starvation_detected
20.0,10.0,100.0,19,10.0,182.0,-172.0,starvation_detected
20.0,20.0,100.0,0,10.0,182.0,-172.0,starvation_detected
20.0,20.0,100.0,1,10.0,182.0,-172.0,starvation_detected
20.0,20.0,100.0,2,10.0,182.0,-172.0,starvation_detected
20.0,20.0,100.0,3,10.0,182.0,-172.0,starvation_detected
20.0,20.0,100.0,4,10.0,182.0,-172.0,starvation_detected
20.0,20.0,100.0,5,10.0,182.0,-172.0,starvation_detected
20.0,20.0,100.0,6,10.0,182.0,-172.0,starvation_detected
20.0,20.0,100.0,7,10.0,182.0,-172.0,starvation_detected
20.0,20.0,100.0,8,10.0,182.0,-172.0,starvation_detected
20.0,20.0,100.0,9,10.0,182.0,-172.0,starvation_detected
20.0,20.0,100.0,10,10.0,182.0,-172.0,starvation_detected
20.0,20.0,100.0,11,10.0,182.0,-172.0,starvation_detected
20.0,20.0,100.0,12,10.0,182.0,-172.0,starvation_detected
20.0,20.0,100.0,13,10.0,182.0,-172.0,starvation_detected
20.0,20.0,100.0,14,10.0,182.0,-172.0,starvation_detected
20.0,20.0,100.0,15,10.0,182.0,-172.0,starvation_detected
20.0,20.0,100.0,16,10.0,182.0,-172.0,starvation_detected
20.0,20.0,100.0,17,10.0,182.0,-172.0,starvation_detected
20.0,20.0,100.0,18,10.0,182.0,-172.0,starvation_detected
20.0,20.0,100.0,19,10.0,182.0,-172.0,starvation_detected
20.0,50.0,100.0,0,10.0,182.0,-172.0,starvation_detected
20.0,50.0,100.0,1,10.0,182.0,-172.0,starvation_detected
20.0,50.0,100.0,2,10.0,182.0,-172.0,starvation_detected
20.0,50.0,100.0,3,10.0,182.0,-172.0,starvation_detected
20.0,50.0,100.0,4,10.0,182.0,-172.0,starvation_detected
20.0,50.0,100.0,5,10.0,182.0,-172.0,starvation_detected
20.0,50.0,100.0,6,10.0,182.0,-172.0,starvation_detected
20.0,50.0,100.0,7,10.0,182.0,-172.0,starvation_detected
20.0,50.0,100.0,8,10.0,182.0,-172.0,starvation_detected
20.0,50.0,100.0,9,10.0,182.0,-172.0,starvation_detected
20.0,50.0,100.0,10,10.0,182.0,-172.0,starvation_detected
20.0,50.0,100.0,11,10.0,182.0,-172.0,starvation_detected
20.0,50.0,100.0,12,10.0,182.0,-172.0,starvation_detected
20.0,50.0,100.0,13,10.0,182.0,-172.0,starvation_detected
20.0,50.0,100.0,14,10.0,182.0,-172.0,starvation_detected
20.0,50.0,100.0,15,10.0,182.0,-172.0,starvation_detected
20.0,50.0,100.0,16,10.0,182.0,-172.0,starvation_detected
20.0,50.0,100.0,17,10.0,182.0,-172.0,starvation_detected
20.0,50.0,100.0,18,10.0,182.0,-172.0,starvation_detected
20.0,50.0,100.0,19,10.0,182.0,-172.0,starvation_detected
