B,D_ms,link_rate_mbps,seed,T_emp_rtt,T_analytic_rtt,residual_rtt,reason
7.0,10.0,100.0,7,59.0,52.0,7.0,starvation_detected
7.0,10.0,100.0,8,59.0,52.0,7.0,starvation_detected
7.0,10.0,100.0,9,59.0,52.0,7.0,starvation_detected
7.0,10.0,100.0,10,59.0,52.0,7.0,starvation_detected
7.0,10.0,100.0,11,59.0,52.0,7.0,starvation_detected
7.0,10.0,100.0,12,59.0,52.0,7.0,starvation_detected
7.0,10.0,100.0,13,59.0,52.0,7.0,starvation_detected
7.0,10.0,100.0,14,59.0,52.0,7.0,starvation_detected
7.0,10.0,100.0,15,59.0,52.0,7.0,starvation_detected
7.0,10.0,100.0,16,59.0,52.0,7.0,starvation_detected
7.0,10.0,100.0,17,59.0,52.0,7.0,starvation_detected
7.0,10.0,100.0,18,59.0,52.0,7.0,starvation_detected
7.0,10.0,100.0,19,59.0,52.0,7.0,starvation_detected
7.0,20.0,100.0,0,59.0,52.0,7.0,starvation_detected
7.0,20.0,100.0,1,59.0,52.0,7.0,starvation_detected
7.0,20.0,100.0,2,59.0,52.0,7.0,starvation_detected
7.0,20.0,100.0,3,59.0,52.0,7.0,starvation_detected
7.0,20.0,100.0,4,59.0,52.0,7.0,starvation_detected
7.0,20.0,100.0,5,59.0,52.0,7.0,starvation_detected
7.0,20.0,100.0,6,59.0,52.0,7.0,starvation_detected
7.0,20.0,100.0,7,59.0,52.0,7.0,starvation_detected
7.0,20.0,100.0,8,59.0,52.0,7.0,starvation_detected
7.0,20.0,100.0,9,59.0,52.0,7.0,starvation_detected
7.0,20.0,100.0,10,59.0,52.0,7.0,starvation_detected
7.0,20.0,100.0,11,59.0,52.0,7.0,starvation_detected
7.0,20.0,100.0,12,59.0,52.0,7.0,starvation_detected
7.0,20.0,100.0,13,59.0,52.0,7.0,starvation_detected
7.0,20.0,100.0,14,59.0,52.0,7.0,starvation_detected
7.0,20.0,100.0,15,59.0,52.0,7.0,starvation_detected
7.0,20.0,100.0,16,59.0,52.0,7.0,starvation_detected
7.0,20.0,100.0,17,59.0,52.0,7.0,starvation_detected
7.0,20.0,100.0,18,59.0,52.0,7.0,starvation_detected
7.0,20.0,100.0,19,59.0,52.0,7.0,starvation_detected
7.0,50.0,100.0,0,59.0,52.0,7.0,starvation_detected
7.0,50.0,100.0,1,59.0,52.0,7.0,starvation_detected
7.0,50.0,100.0,2,59.0,52.0,7.0,starvation_detected
7.0,50.0,100.0,3,59.0,52.0,7.0,starvation_detected
7.0,50.0,100.0,4,59.0,52.0,7.0,starvation_detected
7.0,50.0,100.0,5,59.0,52.0,7.0,starvation_detected
7.0,50.0,100.0,6,59.0,52.0,7.0,starvation_detected
7.0,50.0,100.0,7,59.0,52.0,7.0,starvation_detected
7.0,50.0,100.0,8,59.0,52.0,7.0,starvation_detected
7.0,50.0,100.0,9,59.0,52.0,7.0,starvation_detected
7.0,50.0,100.0,10,59.0,52.0,7.0,starvation_detected
7.0,50.0,100.0,11,59.0,52.0,7.0,starvation_detected
7.0,50.0,100.0,12,59.0,52.0,7.0,starvation_detected
7.0,50.0,100.0,13,59.0,52.0,7.0,starvation_detected
7.0,50.0,100.0,14,59.0,52.0,7.0,starvation_detected
7.0,50.0,100.0,15,59.0,52.0,7.0,starvation_detected
7.0,50.0,100.0,16,59.0,52.0,7.0,starvation_detected
7.0,50.0,100.0,17,59.0,52.0,7.0,starvation_detected
7.0,50.0,100.0,18,59.0,52.0,7.0,starvation_detected
7.0,50.0,100.0,19,59.0,52.0,7.0,starvation_detected
8.0,1.0,100.0,0,66.0,62.0,4.0,starvation_detected
8.0,1.0,100.0,1,66.0,62.0,4.0,starvation_detected
8.0,1.0,100.0,2,66.0,62.0,4.0,starvation_detected
8.0,1.0,100.0,3,66.0,62.0,4.0,starvation_detected
8.0,1.0,100.0,4,66.0,62.0,4.0,starvation_detected
8.0,1.0,100.0,5,66.0,62.0,4.0,starvation_detected
8.0,1.0,100.0,6,66.0,62.0,4.0,starvation_detected
8.0,1.0,100.0,7,66.0,62.0,4.0,starvation_detected
8.0,1.0,100.0,8,66.0,62.0,4.0,starvation_detected
8.0,1.0,100.0,9,66.0,62.0,4.0,starvation_detected
8.0,1.0,100.0,10,66.0,62.0,4.0,starvation_detected
8.0,1.0,100.0,11,66.0,62.0,4.0,starvation_detected
8.0,1.0,100.0,12,66.0,62.0,4.0,starvation_detected
8.0,1.0,100.0,13,66.0,62.0,4.0,starvation_detected
8.0,1.0,100.0,14,66.0,62.0,4.0,starvation_detected
8.0,1.0,100.0,15,66.0,62.0,4.0,starvation_detected
8.0,1.0,100.0,16,66.0,62.0,4.0,starvation_detected
8.0,1.0,100.0,17,66.0,62.0,4.0,starvation_detected
8.0,1.0,100.0,18,66.0,62.0,4.0,starvation_detected
8.0,1.0,100.0,19,66.0,62.0,4.0,starvation_detected
8.0,2.0,100.0,0,66.0,62.0,4.0,starvation_detected
8.0,2.0,100.0,1,66.0,62.0,4.0,starvation_detected
8.0,2.0,100.0,2,66.0,62.0,4.0,starvation_detected
8.0,2.0,100.0,3,66.0,62.0,4.0,starvation_detected
8.0,2.0,100.0,4,66.0,62.0,4.0,starvation_detected
8.0,2.0,100.0,5,66.0,62.0,4.0,starvation_detected
8.0,2.0,100.0,6,66.0,62.0,4.0,starvation_detected
8.0,2.0,100.0,7,66.0,62.0,4.0,starvation_detected
8.0,2.0,100.0,8,66.0,62.0,4.0,starvation_detected
8.0,2.0,100.0,9,66.0,62.0,4.0,starvation_detected
8.0,2.0,100.0,10,66.0,62.0,4.0,starvation_detected
8.0,2.0,100.0,11,66.0,62.0,4.0,starvation_detected
8.0,2.0,100.0,12,66.0,62.0,4.0,starvation_detected
8.0,2.0,100.0,13,66.0,62.0,4.0,starvation_detected
8.0,2.0,100.0,14,66.0,62.0,4.0,starvation_detected
8.0,2.0,100.0,15,66.0,62.0,4.0,starvation_detected
8.0,2.0,100.0,16,66.0,62.0,4.0,starvation_detected
8.0,2.0,100.0,17,66.0,62.0,4.0,starvation_detected
8.0,2.0,100.0,18,66.0,62.0,4.0,starvation_detected
8.0,2.0,100.0,19,66.0,62.0,4.0,starvation_detected
8.0,5.0,100.0,0,66.0,62.0,4.0,starvation_detected
8.0,5.0,100.0,1,66.0,62.0,4.0,starvation_detected
8.0,5.0,100.0,2,66.0,62.0,4.0,starvation_detected
8.0,5.0,100.0,3,66.0,62.0,4.0,starvation_detected
8.0,5.0,100.0,4,66.0,62.0,4.0,starvation_detected
8.0,5.0,100.0,5,66.0,62.0,4.0,starvation_detected
8.0,5.0,100.0,6,66.0,62.0,4.0,starvation_detected
8.0,5.0,100.0,7,66.0,62.0,4.0,starvation_detected
8.0,5.0,100.0,8,66.0,62.0,4.0,starvation_detected
8.0,5.0,100.0,9,66.0,62.0,4.0,starvation_detected
8.0,5.0,100.0,10,66.0,62.0,4.0,starvation_detected
8.0,5.0,100.0,11,66.0,62.0,4.0,starvation_detected
8.0,5.0,100.0,12,66.0,62.0,4.0,starvation_detected
8.0,5.0,100.0,13,66.0,62.0,4.0,starvation_detected
8.0,5.0,100.0,14,66.0,62.0,4.0,starvation_detected
8.0,5.0,100.0,15,66.0,62.0,4.0,starvation_detected
8.0,5.0,100.0,16,66.0,62.0,4.0,starvation_detected
8.0,5.0,100.0,17,66.0,62.0,4.0,starvation_detected
8.0,5.0,100.0,18,66.0,62.0,4.0,starvation_detected
8.0,5.0,100.0,19,66.0,62.0,4.0,starvation_detected
8.0,10.0,100.0,0,66.0,62.0,4.0,starvation_detected
8.0,10.0,100.0,1,66.0,62.0,4.0,starvation_detected
8.0,10.0,100.0,2,66.0,62.0,4.0,starvation_detected
8.0,10.0,100.0,3,66.0,62.0,4.0,starvation_detected
8.0,10.0,100.0,4,66.0,62.0,4.0,starvation_detected
8.0,10.0,100.0,5,66.0,62.0,4.0,starvation_detected
8.0,10.0,100.0,6,66.0,62.0,4.0,starvation_detected
8.0,10.0,100.0,7,66.0,62.0,4.0,starvation_detected
8.0,10.0,100.0,8,66.0,62.0,4.0,starvation_detected
8.0,10.0,100.0,9,66.0,62.0,4.0,starvation_detected
8.0,10.0,100.0,10,66.0,62.0,4.0,starvation_detected
8.0,10.0,100.0,11,66.0,62.0,4.0,starvation_detected
8.0,10.0,100.0,12,66.0,62.0,4.0,starvation_detected
8.0,10.0,100.0,13,66.0,62.0,4.0,starvation_detected
8.0,10.0,100.0,14,66.0,62.0,4.0,starvation_detected
8.0,10.0,100.0,15,66.0,62.0,4.0,starvation_detected
8.0,10.0,100.0,16,66.0,62.0,4.0,starvation_detected
8.0,10.0,100.0,17,66.0,62.0,4.0,starvation_detected
8.0,10.0,100.0,18,66.0,62.0,4.0,starvation_detected
8.0,10.0,100.0,19,66.0,62.0,4.0,starvation_detected
8.0,20.0,100.0,0,66.0,62.0,4.0,starvation_detected
8.0,20.0,100.0,1,66.0,62.0,4.0,starvation_detected
8.0,20.0,100.0,2,66.0,62.0,4.0,starvation_detected
8.0,20.0,100.0,3,66.0,62.0,4.0,starvation_detected
8.0,20.0,100.0,4,66.0,62.0,4.0,starvation_detected
8.0,20.0,100.0,5,66.0,62.0,4.0,starvation_detected
8.0,20.0,100.0,6,66.0,62.0,4.0,starvation_detected
8.0,20.0,100.0,7,66.0,62.0,4.0,starvation_detected
8.0,20.0,100.0,8,66.0,62.0,4.0,starvation_detected
8.0,20.0,100.0,9,66.0,62.0,4.0,starvation_detected
8.0,20.0,100.0,10,66.0,62.0,4.0,starvation_detected
8.0,20.0,100.0,11,66.0,62.0,4.0,starvation_detected
8.0,20.0,100.0,12,66.0,62.0,4.0,starvation_detected
8.0,20.0,100.0,13,66.0,62.0,4.0,starvation_detected
8.0,20.0,100.0,14,66.0,62.0,4.0,starvation_detected
8.0,20.0,100.0,15,66.0,62.0,4.0,starvation_detected
8.0,20.0,100.0,16,66.0,62.0,4.0,starvation_detected
8.0,20.0,100.0,17,66.0,62.0,4.0,starvation_detected
8.0,20.0,100.0,18,66.0,62.0,4.0,starvation_detected
8.0,20.0,100.0,19,66.0,62.0,4.0,starvation_detected
8.0,50.0,100.0,0,66.0,62.0,4.0,starvation_detected
8.0,50.0,100.0,1,66.0,62.0,4.0,starvation_detected
8.0,50.0,100.0,2,66.0,62.0,4.0,starvation_detected
8.0,50.0,100.0,3,66.0,62.0,4.0,starvation_detected
8.0,50.0,100.0,4,66.0,62.0,4.0,starvation_detected
8.0,50.0,100.0,5,66.0,62.0,4.0,starvation_detected
8.0,50.0,100.0,6,66.0,62.0,4.0,starvation_detected
8.0,50.0,100.0,7,66.0,62.0,4.0,starvation_detected
8.0,50.0,100.0,8,66.0,62.0,4.0,starvation_detected
8.0,50.0,100.0,9,66.0,62.0,4.0,starvation_detected
8.0,50.0,100.0,10,66.0,62.0,4.0,starvation_detected
8.0,50.0,100.0,11,66.0,62.0,4.0,starvation_detected
8.0,50.0,100.0,12,66.0,62.0,4.0,starvation_detected
8.0,50.0,100.0,13,66.0,62.0,4.0,starvation_detected
8.0,50.0,100.0,14,66.0,62.0,4.0,starvation_detected
8.0,50.0,100.0,15,66.0,62.0,4.0,starvation_detected
8.0,50.0,100.0,16,66.0,62.0,4.0,starvation_detected
8.0,50.0,100.0,17,66.0,62.0,4.0,starvation_detected
8.0,50.0,100.0,18,66.0,62.0,4.0,starvation_detected
8.0,50.0,100.0,19,66.0,62.0,4.0,starvation_detected
10.0,1.0,100.0,0,80.0,82.0,-2.0,starvation_detected
10.0,1.0,100.0,1,80.0,82.0,-2.0,starvation_detected
10.0,1.0,100.0,2,80.0,82.0,-2.0,starvation_detected
10.0,1.0,100.0,3,80.0,82.0,-2.0,starvation_detected
10.0,1.0,100.0,4,80.0,82.0,-2.0,starvation_detected
10.0,1.0,100.0,5,80.0,82.0,-2.0,starvation_detected
10.0,1.0,100.0,6,80.0,82.0,-2.0,starvation_detected
10.0,1.0,100.0,7,80.0,82.0,-2.0,starvation_detected
10.0,1.0,100.0,8,80.0,82.0,-2.0,starvation_detected
10.0,1.0,100.0,9,80.0,82.0,-2.0,starvation_detected
10.0,1.0,100.0,10,80.0,82.0,-2.0,starvation_detected
10.0,1.0,100.0,11,80.0,82.0,-2.0,starvation_detected
10.0,1.0,100.0,12,80.0,82.0,-2.0,starvation_detected
10.0,1.0,100.0,13,80.0,82.0,-2.0,starvation_detected
10.0,1.0,100.0,14,80.0,82.0,-2.0,starvation_detected
10.0,1.0,100.0,15,80.0,82.0,-2.0,starvation_detected
10.0,1.0,100.0,16,80.0,82.0,-2.0,starvation_detected
10.0,1.0,100.0,17,80.0,82.0,-2.0,starvation_detected
10.0,1.0,100.0,18,80.0,82.0,-2.0,starvation_detected
10.0,1.0,100.0,19,80.0,82.0,-2.0,starvation_detected
10.0,2.0,100.0,0,80.0,82.0,-2.0,starvation_detected
10.0,2.0,100.0,1,80.0,82.0,-2.0,starvation_detected
10.0,2.0,100.0,2,80.0,82.0,-2.0,starvation_detected
10.0,2.0,100.0,3,80.0,82.0,-2.0,starvation_detected
10.0,2.0,100.0,4,80.0,82.0,-2.0,starvation_detected
10.0,2.0,100.0,5,80.0,82.0,-2.0,starvation_detected
10.0,2.0,100.0,6,80.0,82.0,-2.0,starvation_detected
10.0,2.0,100.0,7,80.0,82.0,-2.0,starvation_detected
10.0,2.0,100.0,8,80.0,82.0,-2.0,starvation_detected
10.0,2.0,100.0,9,80.0,82.0,-2.0,starvation_detected
10.0,2.0,100.0,10,80.0,82.0,-2.0,starvation_detected
10.0,2.0,100.0,11,80.0,82.0,-2.0,starvation_detected
10.0,2.0,100.0,12,80.0,82.0,-2.0,starvation_detected
10.0,2.0,100.0,13,80.0,82.0,-2.0,starvation_detected
10.0,2.0,100.0,14,80.0,82.0,-2.0,starvation_detected
10.0,2.0,100.0,15,80.0,82.0,-2.0,starvation_detected
10.0,2.0,100.0,16,80.0,82.0,-2.0,starvation_detected
10.0,2.0,100.0,17,80.0,82.0,-2.0,starvation_detected
10.0,2.0,100.0,18,80.0,82.0,-2.0,starvation_detected
10.0,2.0,100.0,19,80.0,82.0,-2.0,starvation_detected
10.0,5.0,100.0,0,80.0,82.0,-2.0,starvation_detected
10.0,5.0,100.0,1,80.0,82.0,-2.0,starvation_detected
10.0,5.0,100.0,2,80.0,82.0,-2.0,starvation_detected
10.0,5.0,100.0,3,80.0,82.0,-2.0,starvation_detected
10.0,5.0,100.0,4,80.0,82.0,-2.0,starvation_detected
10.0,5.0,100.0,5,80.0,82.0,-2.0,starvation_detected
10.0,5.0,100.0,6,80.0,82.0,-2.0,starvation_detected
10.0,5.0,100.0,7,80.0,82.0,-2.0,starvation_detected
10.0,5.0,100.0,8,80.0,82.0,-2.0,starvation_detected
10.0,5.0,100.0,9,80.0,82.0,-2.0,starvation_detected
10.0,5.0,100.0,10,80.0,82.0,-2.0,starvation_detected
10.0,5.0,100.0,11,80.0,82.0,-2.0,starvation_detected
10.0,5.0,100.0,12,80.0,82.0,-2.0,starvation_detected
10.0,5.0,100.0,13,80.0,82.0,-2.0,starvation_detected
10.0,5.0,100.0,14,80.0,82.0,-2.0,starvation_detected
10.0,5.0,100.0,15,80.0,82.0,-2.0,starvation_detected
10.0,5.0,100.0,16,80.0,82.0,-2.0,starvation_detected
10.0,5.0,100.0,17,80.0,82.0,-2.0,starvation_detected
10.0,5.0,100.0,18,80.0,82.0,-2.0,starvation_detected
10.0,5.0,100.0,19,80.0,82.0,-2.0,starvation_detected
10.0,10.0,100.0,0,80.0,82.0,-2.0,starvation_detected
10.0,10.0,100.0,1,80.0,82.0,-2.0,starvation_detected
10.0,10.0,100.0,2,80.0,82.0,-2.0,starvation_detected
10.0,10.0,100.0,3,80.0,82.0,-2.0,starvation_detected
10.0,10.0,100.0,4,80.0,82.0,-2.0,starvation_detected
10.0,10.0,100.0,5,80.0,82.0,-2.0,starvation_detected
10.0,10.0,100.0,6,80.0,82.0,-2.0,starvation_detected
10.0,10.0,100.0,7,80.0,82.0,-2.0,starvation_detected
10.0,10.0,100.0,8,80.0,82.0,-2.0,starvation_detected
10.0,10.0,100.0,9,80.0,82.0,-2.0,starvation_detected
10.0,10.0,100.0,10,80.0,82.0,-2.0,starvation_detected
10.0,10.0,100.0,11,80.0,82.0,-2.0,starvation_detected
10.0,10.0,100.0,12,80.0,82.0,-2.0,starvation_detected
10.0,10.0,100.0,13,80.0,82.0,-2.0,starvation_detected
10.0,10.0,100.0,14,80.0,82.0,-2.0,starvation_detected
10.0,10.0,100.0,15,80.0,82.0,-2.0,starvation_detected
10.0,10.0,100.0,16,80.0,82.0,-2.0,starvation_detected
10.0,10.0,100.0,17,80.0,82.0,-2.0,starvation_detected
10.0,10.0,100.0,18,80.0,82.0,-2.0,starvation_detected
10.0,10.0,100.0,19,80.0,82.0,-2.0,starvation_detected
10.0,20.0,100.0,0,80.0,82.0,-2.0,starvation_detected
10.0,20.0,100.0,1,80.0,82.0,-2.0,starvation_detected
10.0,20.0,100.0,2,80.0,82.0,-2.0,starvation_detected
10.0,20.0,100.0,3,80.0,82.0,-2.0,starvation_detected
10.0,20.0,100.0,4,80.0,82.0,-2.0,starvation_detected
10.0,20.0,100.0,5,80.0,82.0,-2.0,starvation_detected
10.0,20.0,100.0,6,80.0,82.0,-2.0,starvation_detected
10.0,20.0,100.0,7,80.0,82.0,-2.0,starvation_detected
10.0,20.0,100.0,8,80.0,82.0,-2.0,starvation_detected
10.0,20.0,100.0,9,80.0,82.0,-2.0,starvation_detected
10.0,20.0,100.0,10,80.0,82.0,-2.0,starvation_detected
10.0,20.0,100.0,11,80.0,82.0,-2.0,starvation_detected
10.0,20.0,100.0,12,80.0,82.0,-2.0,starvation_detected
10.0,20.0,100.0,13,80.0,82.0,-2.0,starvation_detected
10.0,20.0,100.0,14,80.0,82.0,-2.0,starvation_detected
10.0,20.0,100.0,15,80.0,82.0,-2.0,starvation_detected
10.0,20.0,100.0,16,80.0,82.0,-2.0,starvation_detected
10.0,20.0,100.0,17,80.0,82.0,-2.0,starvation_detected
10.0,20.0,100.0,18,80.0,82.0,-2.0,starvation_detected
10.0,20.0,100.0,19,80.0,82.0,-2.0,starvation_detected
10.0,50.0,100.0,0,80.0,82.0,-2.0,starvation_detected
10.0,50.0,100.0,1,80.0,82.0,-2.0,starvation_detected
10.0,50.0,100.0,2,80.0,82.0,-2.0,starvation_detected
10.0,50.0,100.0,3,80.0,82.0,-2.0,starvation_detected
10.0,50.0,100.0,4,80.0,82.0,-2.0,starvation_detected
10.0,50.0,100.0,5,80.0,82.0,-2.0,starvation_detected
10.0,50.0,100.0,6,80.0,82.0,-2.0,starvation_detected
10.0,50.0,100.0,7,80.0,82.0,-2.0,starvation_detected
10.0,50.0,100.0,8,80.0,82.0,-2.0,starvation_detected
10.0,50.0,100.0,9,80.0,82.0,-2.0,starvation_detected
10.0,50.0,100.0,10,80.0,82.0,-2.0,starvation_detected
10.0,50.0,100.0,11,80.0,82.0,-2.0,starvation_detected
10.0,50.0,100.0,12,80.0,82.0,-2.0,starvation_detected
10.0,50.0,100.0,13,80.0,82.0,-2.0,starvation_detected
10.0,50.0,100.0,14,80.0,82.0,-2.0,starvation_detected
10.0,50.0,100.0,15,80.0,82.0,-2.0,starvation_detected
10.0,50.0,100.0,16,80.0,82.0,-2.0,starvation_detected
10.0,50.0,100.0,17,80.0,82.0,-2.0,starvation_detected
10.0,50.0,100.0,18,80.0,82.0,-2.0,starvation_detected
10.0,50.0,100.0,19,80.0,82.0,-2.0,starvation_detected
12.0,1.0,100.0,0,10.0,102.0,-92.0,starvation_detected
12.0,1.0,100.0,1,10.0,102.0,-92.0,starvation_detected
12.0,1.0,100.0,2,10.0,102.0,-92.0,starvation_detected
12.0,1.0,100.0,3,10.0,102.0,-92.0,starvation_detected
12.0,1.0,100.0,4,10.0,102.0,-92.0,starvation_detected
12.0,1.0,100.0,5,10.0,102.0,-92.0,starvation_detected
12.0,1.0,100.0,6,10.0,102.0,-92.0,starvation_detected
12.0,1.0,100.0,7,10.0,102.0,-92.0,starvation_detected
12.0,1.0,100.0,8,10.0,102.0,-92.0,starvation_detected
12.0,1.0,100.0,9,10.0,102.0,-92.0,starvation_detected
12.0,1.0,100.0,10,10.0,102.0,-92.0,starvation_detected
12.0,1.0,100.0,11,10.0,102.0,-92.0,starvation_detected
12.0,1.0,100.0,12,10.0,102.0,-92.0,starvation_detected
12.0,1.0,100.0,13,10.0,102.0,-92.0,starvation_detected
12.0,1.0,100.0,14,10.0,102.0,-92.0,starvation_detected
12.0,1.0,100.0,15,10.0,102.0,-92.0,starvation_detected
12.0,1.0,100.0,16,10.0,102.0,-92.0,starvation_detected
12.0,1.0,100.0,17,10.0,102.0,-92.0,starvation_detected
12.0,1.0,100.0,18,10.0,102.0,-92.0,starvation_detected
12.0,1.0,100.0,19,10.0,102.0,-92.0,starvation_detected
12.0,2.0,100.0,0,10.0,102.0,-92.0,starvation_detected
12.0,2.0,100.0,1,10.0,102.0,-92.0,starvation_detected
12.0,2.0,100.0,2,10.0,102.0,-92.0,starvation_detected
12.0,2.0,100.0,3,10.0,102.0,-92.0,starvation_detected
12.0,2.0,100.0,4,10.0,102.0,-92.0,starvation_detected
12.0,2.0,100.0,5,10.0,102.0,-92.0,starvation_detected
12.0,2.0,100.0,6,10.0,102.0,-92.0,starvation_detected
12.0,2.0,100.0,7,10.0,102.0,-92.0,starvation_detected
12.0,2.0,100.0,8,10.0,102.0,-92.0,starvation_detected
12.0,2.0,100.0,9,10.0,102.0,-92.0,starvation_detected
12.0,2.0,100.0,10,10.0,102.0,-92.0,starvation_detected
12.0,2.0,100.0,11,10.0,102.0,-92.0,starvation_detected
12.0,2.0,100.0,12,10.0,102.0,-92.0,starvation_detected
12.0,2.0,100.0,13,10.0,102.0,-92.0,starvation_detected
12.0,2.0,100.0,14,10.0,102.0,-92.0,starvation_detected
12.0,2.0,100.0,15,10.0,102.0,-92.0,starvation_detected
12.0,2.0,100.0,16,10.0,102.0,-92.0,starvation_detected
12.0,2.0,100.0,17,10.0,102.0,-92.0,starvation_detected
12.0,2.0,100.0,18,10.0,102.0,-92.0,starvation_detected
12.0,2.0,100.0,19,10.0,102.0,-92.0,starvation_detected
12.0,5.0,100.0,0,10.0,102.0,-92.0,starvation_detected
12.0,5.0,100.0,1,10.0,102.0,-92.0,starvation_detected
12.0,5.0,100.0,2,10.0,102.0,-92.0,starvation_detected
12.0,5.0,100.0,3,10.0,102.0,-92.0,starvation_detected
12.0,5.0,100.0,4,10.0,102.0,-92.0,starvation_detected
12.0,5.0,100.0,5,10.0,102.0,-92.0,starvation_detected
12.0,5.0,100.0,6,10.0,102.0,-92.0,starvation_detected
12.0,5.0,100.0,7,10.0,102.0,-92.0,starvation_detected
12.0,5.0,100.0,8,10.0,102.0,-92.0,starvation_detected
12.0,5.0,100.0,9,10.0,102.0,-92.0,starvation_detected
12.0,5.0,100.0,10,10.0,102.0,-92.0,starvation_detected
12.0,5.0,100.0,11,10.0,102.0,-92.0,starvation_detected
12.0,5.0,100.0,12,10.0,102.0,-92.0,starvation_detected
12.0,5.0,100.0,13,10.0,102.0,-92.0,starvation_detected
12.0,5.0,100.0,14,10.0,102.0,-92.0,starvation_detected
12.0,5.0,100.0,15,10.0,102.0,-92.0,starvation_detected
12.0,5.0,100.0,16,10.0,102.0,-92.0,starvation_detected
12.0,5.0,100.0,17,10.0,102.0,-92.0,starvation_detected
12.0,5.0,100.0,18,10.0,102.0,-92.0,starvation_detected
12.0,5.0,100.0,19,10.0,102.0,-92.0,starvation_detected
12.0,10.0,100.0,0,10.0,102.0,-92.0,starvation_detected
12.0,10.0,100.0,1,10.0,102.0,-92.0,starvation_detected
12.0,10.0,100.0,2,10.0,102.0,-92.0,starvation_detected
12.0,10.0,100.0,3,10.0,102.0,-92.0,starvation_detected
12.0,10.0,100.0,4,10.0,102.0,-92.0,starvation_detected
12.0,10.0,100.0,5,10.0,102.0,-92.0,starvation_detected
12.0,10.0,100.0,6,10.0,102.0,-92.0,starvation_detected
12.0,10.0,100.0,7,10.0,102.0,-92.0,starvation_detected
12.0,10.0,100.0,8,10.0,102.0,-92.0,starvation_detected
12.0,10.0,100.0,9,10.0,102.0,-92.0,starvation_detected
12.0,10.0,100.0,10,10.0,102.0,-92.0,starvation_detected
12.0,10.0,100.0,11,10.0,102.0,-92.0,starvation_detected
12.0,10.0,100.0,12,10.0,102.0,-92.0,starvation_detected
12.0,10.0,100.0,13,10.0,102.0,-92.0,starvation_detected
12.0,10.0,100.0,14,10.0,102.0,-92.0,starvation_detected
12.0,10.0,100.0,15,10.0,102.0,-92.0,starvation_detected
12.0,10.0,100.0,16,10.0,102.0,-92.0,starvation_detected
12.0,10.0,100.0,17,10.0,102.0,-92.0,starvation_detected
12.0,10.0,100.0,18,10.0,102.0,-92.0,starvation_detected
12.0,10.0,100.0,19,10.0,102.0,-92.0,starvation_detected
12.0,20.0,100.0,0,10.0,102.0,-92.0,starvation_detected
12.0,20.0,100.0,1,10.0,102.0,-92.0,starvation_detected
12.0,20.0,100.0,2,10.0,102.0,-92.0,starvation_detected
12.0,20.0,100.0,3,10.0,102.0,-92.0,starvation_detected
12.0,20.0,100.0,4,10.0,102.0,-92.0,starvation_detected
12.0,20.0,100.0,5,10.0,102.0,-92.0,starvation_detected
12.0,20.0,100.0,6,10.0,102.0,-92.0,starvation_detected
12.0,20.0,100.0,7,10.0,102.0,-92.0,starvation_detected
12.0,20.0,100.0,8,10.0,102.0,-92.0,starvation_detected
12.0,20.0,100.0,9,10.0,102.0,-92.0,starvation_detected
12.0,20.0,100.0,10,10.0,102.0,-92.0,starvation_detected
12.0,20.0,100.0,11,10.0,102.0,-92.0,starvation_detected
12.0,20.0,100.0,12,10.0,102.0,-92.0,starvation_detected
12.0,20.0,100.0,13,10.0,102.0,-92.0,starvation_detected
12.0,20.0,100.0,14,10.0,102.0,-92.0,starvation_detected
12.0,20.0,100.0,15,10.0,102.0,-92.0,starvation_detected
12.0,20.0,100.0,16,10.0,102.0,-92.0,starvation_detected
12.0,20.0,100.0,17,10.0,102.0,-92.0,starvation_detected
12.0,20.0,100.0,18,10.0,102.0,-92.0,starvation_detected
12.0,20.0,100.0,19,10.0,102.0,-92.0,starvation_detected
12.0,50.0,100.0,0,10.0,102.0,-92.0,starvation_detected
12.0,50.0,100.0,1,10.0,102.0,-92.0,starvation_detected
12.0,50.0,100.0,2,10.0,102.0,-92.0,starvation_detected
12.0,50.0,100.0,3,10.0,102.0,-92.0,starvation_detected
12.0,50.0,100.0,4,10.0,102.0,-92.0,starvation_detected
12.0,50.0,100.0,5,10.0,102.0,-92.0,starvation_detected
12.0,50.0,100.0,6,10.0,102.0,-92.0,starvation_detected
12.0,50.0,100.0,7,10.0,102.0,-92.0,starvation_detected
12.0,50.0,100.0,8,10.0,102.0,-92.0,starvation_detected
12.0,50.0,100.0,9,10.0,102.0,-92.0,starvation_detected
12.0,50.0,100.0,10,10.0,102.0,-92.0,starvation_detected
12.0,50.0,100.0,11,10.0,102.0,-92.0,starvation_detected
12.0,50.0,100.0,12,10.0,102.0,-92.0,starvation_detected
12.0,50.0,100.0,13,10.0,102.0,-92.0,starvation_detected
12.0,50.0,100.0,14,10.0,102.0,-92.0,starvation_detected
12.0,50.0,100.0,15,10.0,102.0,-92.0,starvation_detected
12.0,50.0,100.0,16,10.0,102.0,-92.0,starvation_detected
12.0,50.0,100.0,17,10.0,102.0,-92.0,starvation_detected
12.0,50.0,100.0,18,10.0,102.0,-92.0,starvation_detected
12.0,50.0,100.0,19,10.0,102.0,-92.0,starvation_detected
16.0,1.0,100.0,0,10.0,142.0,-132.0,starvation_detected
16.0,1.0,100.0,1,10.0,142.0,-132.0,starvation_detected
